State,City,Population,Never Married,Married,Divorced,Separated,Widowed,Total
Alabama,Summerdale,1026,228,415,118,9,40,810
Alabama,Hammondville,526,66,254,61,0,45,426
Alabama,Slocomb,1953,402,733,255,19,142,1551
Alabama,Hollywood,1088,242,364,154,77,85,922
Alabama,Livingston,3410,1845,688,157,23,256,2969
Alabama,Holly Pond,953,121,400,161,12,53,747
Alabama,Colony,434,99,126,69,27,27,348
Alabama,Coker,682,162,325,66,3,30,586
Alabama,Troy,19141,9395,4391,1245,146,998,16175
Alabama,Jackson,4851,1306,1698,347,253,297,3901
Alabama,Dodge City,554,68,212,95,11,47,433
Alabama,Beaverton,241,19,105,45,4,28,201
Alabama,Detroit,181,42,87,22,10,10,171
Alabama,Kennedy,424,69,222,40,20,29,380
Alabama,Hytop,394,58,190,36,2,26,312
Alabama,Pisgah,761,162,235,136,36,56,625
Alabama,Coffeeville,420,134,102,49,22,35,342
Alabama,Blountsville,1838,349,623,239,29,137,1377
Alabama,Locust Fork,1631,299,753,156,22,92,1322
Alabama,Smoke Rise,2360,205,1355,230,0,62,1852
Alabama,Thomasville,3997,1181,1661,193,85,310,3430
Alabama,Memphis,32,2,14,3,6,4,29
Alabama,Hanceville,3340,879,1071,541,79,505,3075
Alabama,Spanish Fort,8324,1669,3453,749,25,632,6528
Alabama,Our Town,519,32,350,73,0,64,519
Alabama,Geiger,314,66,122,19,4,8,219
Alabama,Sylacauga,12397,3262,4025,1278,329,731,9625
Alabama,Lester,190,37,100,19,7,4,167
Alabama,Grove Hill,1573,436,506,162,36,94,1234
Alabama,Headland,4661,909,1993,462,54,233,3651
Alabama,Enterprise,27859,5628,11531,2729,726,1382,21996
Alabama,Hodges,324,60,153,27,16,15,271
Alabama,Collinsville,2074,588,647,207,37,192,1671
Alabama,Lynn,562,89,204,91,16,75,475
Alabama,Centre,3505,789,1234,565,77,414,3079
Alabama,Moulton,3283,746,1296,411,62,296,2811
Alabama,Ridgeville,118,56,31,8,3,12,110
Alabama,Cullman,15558,3152,6041,2121,136,1040,12490
Alabama,Ragland,1899,332,807,197,23,129,1488
Alabama,Epes,482,201,173,85,4,9,472
Alabama,Petrey,48,5,16,7,7,1,36
Alabama,Union Springs,3596,1339,966,190,152,133,2780
Alabama,Dozier,367,124,97,50,4,27,302
Alabama,Beatrice,310,112,65,35,16,15,243
Alabama,Greensboro,2870,1288,505,299,33,183,2308
Alabama,Cedar Bluff,2067,274,920,263,78,172,1707
Alabama,Pinckard,458,100,203,61,8,34,406
Alabama,Union Grove,75,8,44,4,3,7,66
Alabama,Riverview,85,14,29,10,2,14,69
Alabama,Phenix City,36641,10306,11666,3930,1021,1773,28696
Alabama,Cleveland,1167,189,678,84,4,65,1020
Alabama,Sanford,189,34,93,23,0,11,161
Alabama,Cherokee,814,135,351,112,42,51,691
Alabama,Dora,2200,371,831,246,71,149,1668
Alabama,Selma,18804,6778,4230,1819,594,1301,14722
Alabama,Paint Rock,184,23,84,31,0,10,148
Alabama,Hayden,1252,255,556,135,16,95,1057
Alabama,McMullen,5,0,0,2,0,3,5
Alabama,Thomaston,340,122,107,27,8,9,273
Alabama,Southside,8788,1607,4436,814,77,432,7366
Alaska,Nelson Lagoon,74,31,35,4,0,4,74
Alaska,Chiniak,0,0,0,0,0,0,0
Alaska,Womens Bay,967,195,461,50,18,6,730
Alaska,Ouzinkie,171,71,46,12,0,9,138
Alaska,Larsen Bay,52,20,10,6,0,11,47
Alaska,Savoonga,921,368,182,14,15,51,630
Alaska,Atmautluak,209,66,52,3,11,10,142
Alaska,Brevig Mission,407,168,75,5,4,13,265
Alaska,Kodiak Station,1354,195,618,9,5,12,839
Alaska,Eek,491,136,161,5,7,17,326
Alaska,Crooked Creek,90,39,23,4,0,2,68
Alaska,Bethel,6424,2185,1800,441,158,152,4736
Alaska,Kalifornsky,8134,1344,3822,790,74,320,6350
Alaska,Beluga,4,2,0,0,0,2,4
Alaska,Nome,3813,1197,1117,368,78,112,2872
Alaska,Funny River,1251,205,573,148,15,63,1004
Alaska,Chevak,1144,513,209,36,5,37,800
Alaska,Cantwell,183,48,62,33,0,15,158
Alaska,Emmonak,761,304,163,23,9,30,529
Alaska,Halibut Cove,71,18,48,0,0,5,71
Alaska,Old Harbor,249,132,39,22,3,15,211
Alaska,Akhiok,57,20,15,2,6,0,43
Alaska,Stebbins,473,164,108,11,12,28,323
Alaska,St. Michael,468,176,76,8,7,15,282
Alaska,Diomede,94,43,6,4,0,0,53
Alaska,Game Creek,0,0,0,0,0,0,0
Alaska,Seldovia Village,164,28,87,21,3,4,143
Alaska,Primrose,99,29,51,0,19,0,99
Alaska,Kenai,7687,1758,2759,975,209,351,6052
Alaska,Fritz Creek,1956,519,809,210,35,63,1636
Alaska,Attu Station,17,11,0,6,0,0,17
Alaska,Wainwright,508,157,151,13,8,19,348
Alaska,Ferry,16,4,12,0,0,0,16
Alaska,Kasilof,531,141,143,0,48,25,357
Alaska,Salcha,995,244,520,23,0,11,798
Alaska,Kwethluk,653,249,133,20,21,28,451
Alaska,Manley Hot Springs,80,16,38,5,0,3,62
Alaska,Fox,566,194,149,205,0,18,566
Alaska,Fairbanks,31677,9031,12005,2589,466,837,24928
Alaska,Ester,1312,511,542,66,4,48,1171
Alaska,Pleasant Valley,569,47,301,0,0,0,348
Alaska,Tenakee Springs,155,15,84,21,0,5,125
Alaska,Chenega,48,22,10,0,7,1,40
Alaska,Nelchina,171,0,82,0,0,0,82
Alaska,Copper Center,299,133,44,43,4,16,240
Alaska,Mendeltna,26,17,0,9,0,0,26
Alaska,Silver Springs,120,18,55,4,0,2,79
Alaska,Alakanuk,837,279,199,5,7,43,533
Alaska,Anderson,137,57,51,14,0,2,124
Alaska,Nuiqsut,469,183,100,11,1,30,325
Alaska,False Pass,78,31,20,9,6,0,66
Alaska,McGrath,283,73,89,27,8,7,204
Alaska,Tununak,339,121,73,10,9,9,222
Alaska,Big Lake,2765,636,1243,300,9,179,2367
Alaska,New Stuyahok,557,170,168,13,9,15,375
Alaska,Nightmute,189,75,40,0,4,11,130
Alaska,Galena,510,176,159,34,7,23,399
Alaska,Coldfoot,132,32,78,22,0,0,132
Alaska,Arctic Village,153,62,24,12,2,5,105
Alaska,Kotzebue,3288,1119,895,257,50,117,2438
Alaska,Ambler,299,140,58,5,0,12,215
Alaska,Ekwok,80,30,21,5,0,4,60
Alaska,Aleknagik,204,77,44,16,2,17,156
Alaska,Venetie,141,58,52,2,5,3,120
Alaska,Red Dog Mine,82,34,48,0,0,0,82
Alaska,Tanana,242,89,59,20,7,17,192
Alaska,Rampart,60,11,5,11,0,4,31
Alaska,Grayling,176,73,32,10,3,5,123
Alaska,Fort Yukon,533,202,112,48,19,31,412
Alaska,Stony River,41,14,8,2,0,0,24
Alaska,Akiak,416,122,111,3,4,11,251
Alaska,Kiana,262,94,48,17,10,10,179
Alaska,Kivalina,688,247,128,55,1,16,447
Alaska,Anaktuvuk Pass,274,129,52,8,3,12,204
Alaska,Angoon,523,142,180,101,2,13,438
Alaska,Dry Creek,133,60,52,0,9,12,133
Alaska,Susitna,0,0,0,0,0,0,0
Alaska,Lakes,10098,2240,4354,764,205,241,7804
Alaska,Lake Louise,9,0,0,0,0,9,9
Alaska,Gateway,7037,1604,3005,534,77,160,5380
Alaska,Fishhook,6203,1672,2435,554,19,124,4804
Alaska,Farm Loop,1137,323,468,61,34,34,920
Alaska,Tuluksak,415,144,119,9,6,10,288
Alaska,Mekoryuk,226,76,69,14,3,9,171
Alaska,Kongiganak,441,146,123,14,6,8,297
Alaska,Kasigluk,574,190,131,18,23,18,380
Alaska,Aniak,525,141,184,38,9,19,391
Alaska,Akutan,758,278,351,79,19,17,744
Alaska,Ruby,207,63,47,14,0,7,131
Alaska,Koliganek,161,43,62,2,2,7,116
Alaska,Kaltag,172,86,55,8,1,4,154
Alaska,Four Mile Road,4,4,0,0,0,0,4
Alaska,Evansville,11,5,0,6,0,0,11
Alaska,Knik-Fairview,17513,4054,6858,1700,148,538,13298
Alaska,Wasilla,9675,2412,3139,1059,228,570,7408
Alaska,Shageluk,75,35,12,2,2,6,57
Alaska,Takotna,23,5,5,0,3,2,15
Alaska,Dillingham,2250,640,714,189,86,89,1718
Alaska,Quinhagak,796,235,276,16,27,19,573
Alaska,Tanaina,10520,2677,4045,778,122,216,7838
Alaska,Pilot Station,576,218,115,6,0,17,356
Alaska,Port Lions,190,47,91,6,9,17,170
Alaska,Mountain Village,828,357,145,19,27,27,575
Alaska,Scammon Bay,585,193,119,11,10,15,348
Alaska,Point Hope,592,194,128,13,4,23,362
Alaska,Hoonah,800,252,250,102,23,42,669
Alaska,Stevens Village,11,7,0,0,0,2,9
Alaska,Glennallen,289,18,139,0,0,0,157
Alaska,Buckland,608,211,156,15,10,23,415
Alaska,Deering,154,52,28,7,6,8,101
Alaska,Central,47,9,26,12,0,0,47
Alaska,Homer,5607,1320,2352,596,66,250,4584
Alaska,Soldotna,4589,1313,1650,671,108,216,3958
Alaska,Aleneva,27,15,12,0,0,0,27
Alaska,Salamatof,1015,371,312,159,21,25,888
Alaska,Kodiak,6107,1812,2288,618,98,174,4990
Alaska,Nikiski,4575,1125,1796,446,66,226,3659
Alaska,Cohoe,1217,201,569,194,22,62,1048
Alaska,Nikolaevsk,261,47,131,35,0,6,219
Alaska,Chistochina,85,47,6,14,0,8,75
Alaska,Chitina,98,46,7,25,0,1,79
Alaska,Mentasta Lake,205,57,54,21,17,14,163
Alaska,Tonsina,28,0,0,18,0,10,28
Alaska,Whittier,311,107,79,40,8,8,242
Alaska,Huslia,404,132,113,11,6,18,280
Alaska,Seldovia,229,50,110,30,0,12,202
Alaska,Butte,3929,998,1629,360,45,98,3130
Alaska,Eielson AFB,2979,611,1414,82,69,8,2184
Alaska,Circle,74,20,14,6,1,1,42
Alaska,Chalkyitsik,115,51,27,5,5,3,91
Alaska,Livengood,4,0,0,4,0,0,4
Alaska,Minto,229,118,36,16,0,0,170
Alaska,Nikolai,114,69,23,7,3,3,105
Alaska,Palmer,6978,2108,2072,771,124,251,5326
Alaska,College,13709,4822,4897,1267,154,175,11315
Alaska,Koyukuk,62,31,14,2,2,2,51
Alaska,Newtok,360,140,83,4,3,11,241
Alaska,Platinum,13,5,6,2,0,0,13
Alaska,Houston,2172,493,763,251,42,86,1635
Alaska,Petersville,0,0,0,0,0,0,0
Alaska,Sutton-Alpine,1586,528,489,258,51,55,1381
Alaska,Beaver,46,29,3,7,0,5,44
Alaska,Bettles,66,22,22,22,0,0,66
Alaska,Nunapitchuk,869,275,252,17,11,26,581
Alaska,Hughes,90,37,21,2,3,4,67
Alaska,Napaskiak,356,105,88,7,6,21,227
Alaska,Toksook Bay,527,194,143,6,11,14,368
Alaska,Craig,1263,313,468,156,23,47,1007
Alaska,Mosquito Lake,183,20,40,94,0,0,154
Alaska,Tetlin,144,73,18,9,0,3,103
Alaska,Pope-Vannoy Landing,0,0,0,0,0,0,0
Alaska,Perryville,86,41,17,5,1,3,67
Alaska,Ivanof Bay,0,0,0,0,0,0,0
Alaska,Iliamna,63,12,30,4,0,0,46
Alaska,Levelock,76,30,1,11,1,7,50
Alaska,Alatna,4,2,0,0,2,0,4
Alaska,Point MacKenzie,976,478,285,91,54,9,917
Alaska,Meadow Lakes,7656,1799,2603,825,151,317,5695
Alaska,Lazy Mountain,1800,360,768,203,38,45,1414
Alaska,Chase,9,9,0,0,0,0,9
Alaska,Napakiak,369,136,89,13,12,20,270
Alaska,Goodnews Bay,192,67,39,3,2,12,123
Alaska,Sterling,5321,972,2539,499,78,272,4360
Alaska,Hope,55,0,38,6,0,0,44
Alaska,Elfin Cove,12,0,12,0,0,0,12
Alaska,Hobart Bay,0,0,0,0,0,0,0
Alaska,Shishmaref,525,209,105,10,5,21,350
Alaska,Teller,182,83,25,6,3,10,127
Alaska,Manokotak,824,282,311,15,11,22,641
Alaska,Kotlik,811,292,140,28,31,25,516
Alaska,Chignik Lake,51,15,23,1,0,5,44
Alaska,St. Mary's,640,244,109,32,22,28,435
Alaska,Kaktovik,178,79,29,4,7,7,126
Alaska,Anchor Point,2093,439,902,342,17,81,1781
Alaska,Cooper Landing,569,23,322,24,0,22,391
Alaska,Ninilchik,749,125,369,65,13,52,624
Alaska,Diamond Ridge,1285,255,609,117,11,40,1032
Alaska,Fox River,594,101,218,12,3,9,343
Alaska,Healy,1022,293,441,116,20,0,870
Alaska,Newhalen,121,46,19,8,5,9,87
Alaska,Pedro Bay,20,11,7,1,0,1,20
Alaska,Pilot Point,83,23,34,3,0,5,65
Alaska,South Naknek,41,16,13,5,2,5,41
Alaska,Ketchikan,8224,2297,2978,1009,110,352,6746
Alaska,Coffman Cove,130,17,76,20,0,13,126
Alaska,Excursion Inlet,33,21,4,8,0,0,33
Alaska,Egegik,83,11,48,11,0,8,78
Alaska,Port Heiden,78,22,29,5,2,4,62
Alaska,Port Protection,38,10,0,28,0,0,38
Alaska,Portage Creek,0,0,0,0,0,0,0
Alaska,Twin Hills,63,27,4,3,8,8,50
Alaska,Kobuk,143,54,24,1,1,1,81
Alaska,Atqasuk,164,71,24,2,2,11,110
Alaska,Kipnuk,613,190,181,17,12,21,421
Alaska,Kwigillingok,379,87,131,6,4,20,248
Alaska,Lower Kalskag,283,89,75,5,5,14,188
Alaska,Togiak,705,251,164,39,14,10,478
Alaska,Upper Kalskag,222,74,54,9,1,10,148
Alaska,Metlakatla,1635,480,528,131,26,65,1230
Alaska,Karluk,44,24,13,2,0,0,39
Alaska,Eagle,74,16,37,8,4,3,68
Alaska,Northway Junction,37,19,11,3,0,0,33
Alaska,Northway Village,100,47,21,2,0,9,79
Alaska,Tanacross,141,63,37,9,2,10,121
Alaska,Juneau city and borough,32330,8553,13224,3179,513,1119,26588
Alaska,Kenny Lake,9,0,0,9,0,0,9
Alaska,Klawock,876,233,278,125,16,47,699
Alaska,Tyonek,344,156,82,16,8,14,276
Alaska,Gakona,148,33,42,23,0,3,101
Alaska,Tolsona,0,0,0,0,0,0,0
Alaska,Valdez,3870,941,1691,323,0,52,3007
Alaska,Klukwan,47,16,13,14,0,4,47
Alaska,Gambell,601,258,117,12,14,31,432
Alaska,Golovin,128,38,31,9,0,5,83
Alaska,Cordova,3055,639,1413,517,33,44,2646
Alaska,Harding-Birch Lakes,209,10,164,13,0,18,205
Alaska,Chefornak,501,188,134,10,3,8,343
Alaska,Kake,578,195,198,48,11,28,480
Alaska,Happy Valley,656,110,352,67,0,24,553
Alaska,King Cove,1074,353,485,47,15,50,950
Alaska,Hooper Bay,1101,399,178,39,12,20,648
Alaska,Ridgeway,2617,556,1237,194,13,34,2034
Alaska,Allakaket,170,82,35,3,3,8,131
Alaska,St. Paul,425,185,96,52,2,20,355
Alaska,Slana,0,0,0,0,0,0,0
Alaska,Point Baker,0,0,0,0,0,0,0
Alaska,Gulkana,52,38,0,5,0,3,46
Alaska,Naukati Bay,112,38,42,22,0,0,102
Alaska,Crown Point,58,8,25,6,0,0,39
Alaska,Tazlina,354,126,84,36,4,9,259
Alaska,Port Graham,192,92,41,15,1,10,159
Alaska,Chignik,61,8,36,3,0,0,47
Alaska,Anchorage municipal,296112,80133,114952,27898,3758,7848,234589
Alaska,Deltana,2613,506,1135,169,11,128,1949
Alaska,Two Rivers,399,156,111,0,0,0,267
Alaska,Nenana,383,105,130,38,4,19,296
Alaska,Mertarvik,0,0,0,0,0,0,0
Alaska,Loring,0,0,0,0,0,0,0
Alaska,Goldstream,4389,1514,1919,256,0,34,3723
Alaska,Farmers Loop,5535,1237,2572,456,0,134,4399
Alaska,Eureka Roadhouse,0,0,0,0,0,0,0
Alaska,Chena Ridge,5903,1277,2738,319,39,112,4485
Alaska,Badger,18792,3533,8644,1748,276,474,14675
Alaska,Clark's Point,48,15,11,6,0,0,32
Alaska,Haines,1870,326,911,148,9,108,1502
Alaska,Wrangell city and borough,2484,487,1103,351,46,121,2108
Alaska,Gustavus,416,77,218,56,0,15,366
Alaska,Nunam Iqua,167,63,31,5,0,13,112
Alaska,Adak,203,71,38,19,5,5,138
Alaska,Sleetmute,83,28,22,3,4,4,61
Alaska,Selawik,839,340,127,32,10,26,535
Alaska,Tatitlek,78,46,22,2,0,3,73
Alaska,Lake Minchumina,14,0,12,1,0,1,14
Alaska,Trapper Creek,382,94,137,72,10,8,321
Alaska,Glacier View,208,36,93,21,0,44,194
Alaska,St. George,78,32,21,5,0,7,65
Alaska,Eagle Village,25,10,13,2,0,0,25
Alaska,Dot Lake,0,0,0,0,0,0,0
Alaska,Clam Gulch,197,46,68,29,0,34,177
Alaska,Bear Creek,1465,373,503,177,36,67,1156
Alaska,Sand Point,1372,455,480,130,38,44,1147
Alaska,Pitkas Point,122,48,36,0,0,6,90
Alaska,Whitestone Logging Camp,0,0,0,0,0,0,0
Alaska,White Mountain,186,75,24,17,16,10,142
Alaska,Unalakleet,693,130,269,121,17,24,561
Alaska,Kasaan,75,11,26,11,1,6,55
Alaska,Hyder,15,0,0,15,0,0,15
Alaska,Hollis,127,27,59,16,0,0,102
Alaska,Port Alexander,97,9,54,4,0,0,67
Alaska,Unalaska,4781,1487,1880,456,102,179,4104
Alaska,Saxman,360,123,96,55,14,12,300
Alaska,Nabesna,0,0,0,0,0,0,0
Alaska,Kupreanof,13,0,6,7,0,0,13
Alaska,Port Alsworth,151,41,49,6,0,2,98
Alaska,Chuathbaluk,124,37,37,5,6,2,87
Alaska,Red Devil,21,6,12,0,0,2,20
Alaska,Noorvik,597,215,131,11,28,9,394
Alaska,Ugashik,8,0,0,6,0,1,7
Alaska,Sunrise,40,22,0,18,0,0,40
Alaska,Seward,2770,1142,820,252,40,95,2349
Alaska,Lowell Point,167,142,0,12,0,13,167
Alaska,Holy Cross,183,81,43,10,4,7,145
Alaska,Flat,0,0,0,0,0,0,0
Alaska,Anvik,104,41,19,8,3,4,75
Alaska,Willow,2126,473,876,198,27,74,1648
Alaska,Talkeetna,965,271,307,129,39,24,770
Alaska,Skwentna,42,5,28,4,0,0,37
Alaska,Thorne Bay,614,105,313,58,0,43,519
Alaska,Yakutat,665,206,226,49,12,18,511
Alaska,Nondalton,114,61,18,10,3,7,99
Alaska,Point Possession,0,0,0,0,0,0,0
Alaska,Birch Creek,2,0,0,2,0,0,2
Alaska,Tuntutuliak,566,177,136,27,12,12,364
Alaska,Koyuk,271,85,52,10,3,6,156
Alaska,Naknek,464,78,219,49,5,31,382
Alaska,Marshall,299,106,77,6,3,2,194
Alaska,North Pole,2660,659,1218,160,9,24,2070
Alaska,Moose Creek,794,342,228,112,13,19,714
Alaska,Tok,1160,219,543,60,56,10,888
Alaska,Big Delta,457,151,174,59,0,6,390
Alaska,Prudhoe Bay,1893,318,1239,306,13,17,1893
Alaska,Sitka city and borough,8738,2043,3549,1018,137,392,7139
Alaska,Point Lay,251,97,27,10,5,4,143
Alaska,Willow Creek,0,0,0,0,0,0,0
Alaska,Wales,170,81,16,9,0,5,111
Alaska,Paxson,0,0,0,0,0,0,0
Alaska,Chisana,0,0,0,0,0,0,0
Alaska,Nanwalek,212,64,58,18,7,6,153
Alaska,Moose Pass,357,86,194,31,0,0,311
Alaska,Covenant Life,35,8,27,0,0,0,35
Alaska,Chignik Lagoon,75,22,36,4,0,0,62
Alaska,Nikolski,26,1,15,2,2,0,20
Alaska,Mud Bay,149,0,74,57,0,0,131
Alaska,Edna Bay,34,20,0,9,0,0,29
Alaska,Fort Greely,161,43,69,10,0,0,122
Alaska,Kachemak,488,98,290,50,2,7,447
Alaska,Whale Pass,48,0,36,12,0,0,48
Alaska,McCarthy,0,0,0,0,0,0,0
Alaska,Utqiagvik,4408,1313,1274,273,62,116,3038
Alaska,Pelican,93,29,25,31,3,5,93
Alaska,Wiseman,13,0,7,0,0,0,7
Alaska,Chicken,13,0,13,0,0,0,13
Alaska,Alcan Border,177,34,45,0,0,0,79
Alaska,Russian Mission,318,129,52,7,10,8,206
Alaska,Hydaburg,330,105,82,38,6,18,249
Alaska,Lutak,154,54,0,30,0,0,84
Alaska,Kokhanok,150,74,23,2,3,9,111
Alaska,Igiugig,62,15,16,3,2,6,42
Alaska,Atka,35,15,10,1,0,1,27
Alaska,Healy Lake,4,1,0,0,0,0,1
Alaska,Dot Lake Village,38,14,6,14,0,0,34
Alaska,Delta Junction,1053,286,419,66,4,22,797
Alaska,Nulato,257,101,68,9,6,26,210
Alaska,Port Clarence,43,43,0,0,0,0,43
Alaska,King Salmon,385,82,171,35,9,8,305
Alaska,Shaktoolik,294,86,82,14,4,10,196
Alaska,Knik River,833,221,295,123,4,35,678
Alaska,Chickaloon,241,30,160,22,4,17,233
Alaska,Buffalo Soapstone,871,245,325,96,20,12,698
Alaska,Oscarville,64,17,17,0,0,0,34
Alaska,Lime Village,8,6,0,0,0,0,6
Alaska,Akiachak,567,160,167,4,17,16,364
Alaska,Shungnak,288,120,42,10,0,4,176
Alaska,Noatak,422,165,112,16,2,9,304
Alaska,Cold Bay,52,13,29,2,0,3,47
Alaska,Elim,303,111,65,14,0,11,201
Alaska,Denali Park,856,398,324,69,44,5,840
Alaska,Petersburg,3106,763,1299,261,26,155,2504
Alaska,Whitestone,80,11,47,0,0,0,58
Alaska,South Van Horn,552,193,98,103,22,17,433
Alaska,Susitna North,882,201,372,171,0,22,766
Alaska,Steele Creek,7380,1543,3581,459,108,99,5790
Alaska,Northway,102,66,10,3,0,0,79
Alaska,Skagway,1005,336,383,102,16,29,866
Arizona,Bowie,363,72,187,28,19,13,319
Arizona,Brenda,406,5,370,5,0,26,406
Arizona,Bryce,48,22,0,14,0,0,36
Arizona,Buckshot,24,0,24,0,0,0,24
Arizona,Cactus Flats,1378,371,458,102,30,34,995
Arizona,Cactus Forest,955,216,256,234,0,20,726
Arizona,Campo Bonito,133,0,62,71,0,0,133
Arizona,Cane Beds,319,49,76,68,9,0,202
Arizona,Carrizo,119,23,24,5,0,3,55
Arizona,Wellton Hills,310,144,90,46,0,12,292
Arizona,Casa Blanca,1044,482,129,86,0,74,771
Arizona,Bylas,1719,659,271,113,7,137,1187
Arizona,Beyerville,116,42,32,13,9,0,96
Arizona,Bear Flat,0,0,0,0,0,0,0
Arizona,Beaver Dam,1547,69,894,223,194,109,1489
Arizona,Aztec,0,0,0,0,0,0,0
Arizona,Avenue B and C,3708,775,1494,368,53,171,2861
Arizona,Washington Park,153,37,89,0,0,27,153
Arizona,Arlington,131,6,89,19,0,8,122
Arizona,Arivaca Junction,1233,332,504,47,43,108,1034
Arizona,Walnut Creek,689,20,467,33,0,34,554
Arizona,Wall Lane,375,68,129,47,5,30,279
Arizona,Wahak Hotrontk,161,61,23,0,0,5,89
Arizona,Wagon Wheel,1602,178,838,41,0,134,1191
Arizona,Village of Oak Creek (Big Park),6057,759,3541,858,31,517,5706
Arizona,Vicksburg,621,35,370,82,20,92,599
Arizona,Vernon,122,7,17,29,21,0,74
Arizona,Verde Village,12473,2326,5142,1540,117,961,10086
Arizona,Beaver Valley,251,40,143,31,0,23,237
Arizona,Cedar Creek,633,109,223,21,0,39,392
Arizona,Charco,28,23,0,0,0,5,28
Arizona,Central,417,33,226,5,0,23,287
Arizona,Benson,4884,975,1690,912,9,540,4126
Arizona,Rock Point,461,210,131,6,2,18,367
Arizona,Douglas,16453,6472,4261,1695,230,837,13495
Arizona,Huachuca City,2275,488,718,371,29,113,1719
Arizona,Black Canyon City,3172,804,1126,504,88,412,2934
Arizona,Camp Verde,11169,2449,4162,1429,220,808,9068
Arizona,Cornville,3192,496,1598,362,85,377,2918
Arizona,Lake Montezuma,5212,1127,2166,1046,77,304,4720
Arizona,Coolidge,12503,3128,3607,1591,681,389,9396
Arizona,Florence,26350,10719,7235,4836,525,843,24158
Arizona,Cornfields,313,126,85,9,3,25,248
Arizona,Nazlini,457,191,70,10,0,15,286
Arizona,Kykotsmovi Village,863,277,205,102,17,47,648
Arizona,Winslow,9505,3691,2239,827,171,484,7412
Arizona,Ajo,3279,866,1229,240,22,281,2638
Arizona,Marana,43606,7739,21507,3417,372,1323,34358
Arizona,Tacna,761,204,328,59,9,28,628
Arizona,Window Rock,2952,1250,532,157,110,206,2255
Arizona,Sierra Vista,43550,8446,19154,3956,707,2272,34535
Arizona,Copper Hill,0,0,0,0,0,0,0
Arizona,Concho,116,36,43,0,0,0,79
Arizona,Comobabi,46,0,16,0,0,0,16
Arizona,Clacks Canyon,283,56,138,24,0,20,238
Arizona,Citrus Park,5033,1050,2589,299,120,90,4148
Arizona,Cienega Springs,1882,481,667,307,5,167,1627
Arizona,Clay Springs,349,57,102,100,0,0,259
Arizona,Christopher Creek,125,17,73,35,0,0,125
Arizona,Chloride,385,101,155,43,8,59,366
Arizona,Chiawuli Tak,0,0,0,0,0,0,0
Arizona,Centennial Park,1236,302,378,53,0,8,741
Arizona,Ventana,93,81,0,6,0,0,87
Arizona,Wikieup,118,8,57,28,0,6,99
Arizona,Valle,204,67,54,29,54,0,204
Arizona,Wheatfields,354,28,80,150,0,21,279
Arizona,Whispering Pines,86,0,17,10,0,59,86
Arizona,Whitecone,801,286,212,39,24,44,605
Arizona,White Hills,221,26,115,37,0,43,221
Arizona,White Mountain Lake,2605,563,1016,515,40,194,2328
Arizona,Tusayan,353,139,120,34,9,2,304
Arizona,Why,151,41,41,19,12,17,130
Arizona,Whetstone,2146,445,813,382,26,180,1846
Arizona,Theba,87,14,48,0,0,0,62
Arizona,Red Rock CDP (Pinal County),3775,744,1358,263,23,61,2449
Arizona,Cottonwood,186,88,38,7,15,6,154
Arizona,Cowlic,168,87,19,25,0,0,131
Arizona,Crozier,40,5,20,4,0,5,34
Arizona,Crystal Beach,134,21,74,10,9,20,134
Arizona,Kohls Ranch,126,0,119,0,0,7,126
Arizona,Komatke,1156,490,121,88,6,18,723
Arizona,Lake of the Woods,3671,877,1514,464,21,200,3076
Arizona,La Paz Valley,762,126,123,98,0,415,762
Arizona,Red Rock CDP (Apache County),148,98,24,0,0,11,133
Arizona,Morristown,182,37,81,28,12,24,182
Arizona,Ko Vaya,8,0,8,0,0,0,8
Arizona,Gold Canyon,11038,1489,7276,1002,56,750,10573
Arizona,Buckeye,65630,16680,25412,5313,754,1559,49718
Arizona,Yucca,108,17,16,33,0,23,89
Arizona,York,725,239,270,33,0,38,580
Arizona,Woodruff,199,0,199,0,0,0,199
Arizona,Wittmann,641,186,313,0,0,0,499
Arizona,Wintersburg,24,9,15,0,0,0,24
Arizona,Willow Canyon,0,0,0,0,0,0,0
Arizona,Wet Camp Village,218,95,40,5,0,8,148
Arizona,Valle Vista,2132,178,1328,298,0,94,1898
Arizona,Sehili,87,40,23,0,3,3,69
Arizona,Scenic,1792,128,924,201,0,94,1347
Arizona,Valentine,72,24,39,3,0,0,66
Arizona,Vaiva Vo,0,0,0,0,0,0,0
Arizona,Utting,115,0,70,36,0,9,115
Arizona,Upper Santan Village,489,145,126,35,22,45,373
Arizona,Turkey Creek,429,193,69,59,6,12,339
Arizona,Truxton,78,22,32,5,0,10,69
Arizona,Toyei,0,0,0,0,0,0,0
Arizona,Santa Cruz,0,0,0,0,0,0,0
Arizona,Wide Ruins,60,29,16,15,0,0,60
Arizona,Topock,15,0,0,15,0,0,15
Arizona,San Tan Valley,93230,21639,36777,6515,740,3292,68963
Arizona,Arivaca,646,130,356,74,19,57,636
Arizona,Topawa,237,166,17,0,9,23,215
Arizona,Tonto Village,239,13,127,15,0,33,188
Arizona,Tolani Lake,370,140,85,14,4,23,266
Arizona,Tees Toh,574,266,115,37,15,23,456
Arizona,Tat Momoli,52,13,0,0,0,39,52
