State,City,Population,Black,American Indian/Alaskan Native,Asian,Native Hawaiian / Pacific Islander,Hispanic/Latino,White,Other,Two or More,Total
Alabama,La Fayette,2945,1861,16,30,0,122,916,90,0,3035
Alabama,Altoona,890,12,0,2,0,30,832,4,14,894
Alabama,Benton,47,0,0,0,0,0,47,0,0,47
Alabama,Mosses,1073,1070,0,0,0,0,0,0,3,1073
Alabama,Ohatchee,1293,37,10,0,0,2,1226,0,18,1293
Alabama,Saks,10763,2577,141,219,9,410,7224,195,309,11084
Alabama,New Brockton,1127,172,49,3,0,19,833,2,49,1127
Alabama,Madrid,301,52,0,3,0,11,235,0,0,301
Alabama,Oakman,691,135,0,4,0,16,520,0,32,707
Alabama,Toxey,118,38,0,0,0,0,80,0,0,118
Alabama,Sylvan Springs,1670,85,4,9,0,9,1558,0,5,1670
Alabama,Helena,17861,2665,40,295,11,498,13620,485,664,18278
Alabama,Hoover,84480,14665,137,4172,17,5261,58733,2348,1694,87027
Alabama,Midfield,5158,4345,0,6,0,382,499,181,61,5474
Alabama,Vestavia Hills,34163,1243,23,1320,24,1154,29968,504,380,34616
Alabama,Andalusia,8864,2226,0,78,0,178,6219,54,163,8918
Alabama,Horn Hill,262,0,0,0,0,2,260,0,0,262
Alabama,Onycha,119,0,0,0,0,0,119,0,0,119
Alabama,Red Level,324,8,0,0,0,6,310,0,0,324
Alabama,Birmingham,212021,149512,469,1973,42,7811,49614,3080,3321,215822
Alabama,Fort Deposit,1630,1359,0,0,0,0,271,0,0,1630
Alabama,Reece City,729,9,0,14,0,53,645,0,8,729
Alabama,Trafford,640,54,0,0,0,0,556,0,30,640
Alabama,Rock Creek,1369,25,22,0,0,46,1298,0,24,1415
Alabama,Babbie,557,3,0,0,0,7,523,0,24,557
Alabama,Shorter,433,302,0,0,0,0,129,0,2,433
Alabama,Tuskegee,8699,8469,10,50,0,167,126,0,10,8832
Alabama,Clayton,2900,1848,30,5,0,52,948,7,35,2925
Alabama,Heath,339,40,0,0,0,3,296,0,0,339
Alabama,Opp,6520,1382,43,8,0,58,4947,0,119,6557
Alabama,Hayneville,1028,953,0,0,0,0,75,0,0,1028
Alabama,Carrollton,1056,468,0,0,0,61,495,12,39,1075
Alabama,Boaz,9553,276,0,5,0,816,8363,28,93,9581
Alabama,Rainbow City,9581,1389,0,249,0,400,7529,13,53,9633
Alabama,Lowndesboro,99,5,0,0,0,0,94,0,0,99
Alabama,Alexandria,4000,602,18,0,0,65,3315,0,0,4000
Alabama,Brookside,1538,425,5,3,0,3,1102,0,0,1538
Alabama,Forestdale,9273,6814,47,34,0,257,2026,111,84,9373
Alabama,Gardendale,13875,1546,36,347,0,400,11510,311,57,14207
Alabama,Grayson Valley,5986,2628,0,93,0,303,2978,79,58,6139
Alabama,Graysville,1965,527,0,0,0,0,1379,0,59,1965
Alabama,Hueytown,15583,6114,0,55,9,281,8980,243,121,15803
Alabama,Berry,1400,48,0,4,0,0,1311,0,37,1400
Alabama,Belk,243,0,0,0,0,0,243,0,0,243
Alabama,Anniston,21924,11412,17,371,0,312,9115,40,733,22000
Alabama,Atmore,9746,5413,66,30,72,117,3863,93,193,9847
Alabama,Mignon,974,221,8,0,0,0,704,0,41,974
Alabama,Triana,686,448,0,15,0,60,146,4,19,692
Alabama,Meadowbrook,9387,260,0,24,0,203,8875,11,25,9398
Alabama,Dayton,26,5,0,0,0,0,21,0,0,26
Alabama,Demopolis,6918,3918,14,0,0,47,2928,47,11,6965
Alabama,Sweet Water,326,34,0,0,0,0,292,0,0,326
Alabama,Huguley,2273,532,0,91,0,6,1644,0,0,2273
Alabama,Shiloh,321,0,23,0,0,0,289,0,9,321
Alabama,Ozark,14456,4792,112,250,0,653,8400,60,457,14724
Alabama,Goldville,33,0,0,0,0,1,32,0,0,33
Alabama,Waverly,154,22,0,0,0,0,132,0,0,154
Alabama,Valley,9305,3697,15,216,0,348,4970,0,59,9305
Alabama,Littleville,1104,4,13,2,0,15,1070,0,12,1116
Alabama,Bear Creek,1256,0,7,0,0,24,1195,24,30,1280
Alabama,Lexington,927,12,8,0,0,13,891,0,10,934
Alabama,Decatur,54617,12382,164,303,0,7298,33284,3257,1355,58043
Alabama,Lincoln,6600,1749,0,85,0,20,4463,20,283,6620
Alabama,Woodland,204,14,0,0,0,1,189,0,0,204
Alabama,Fairhope,20327,966,11,307,0,791,18062,295,139,20571
Alabama,Hartselle,14405,895,24,295,0,239,12842,52,110,14457
Alabama,North Johns,188,74,0,0,0,0,113,0,1,188
Alabama,Powell,1089,35,16,0,0,0,995,0,43,1089
Alabama,Camp Hill,1101,1011,0,0,0,12,75,5,5,1108
Alabama,Lineville,2471,901,78,0,0,98,1374,15,11,2477
Alabama,Heflin,3449,236,0,0,0,31,3125,6,57,3455
Alabama,Akron,295,216,0,0,0,0,79,0,0,295
Alabama,Moundville,2774,961,29,35,0,0,1722,0,27,2774
Alabama,Guntersville,8377,947,14,84,3,212,6980,47,143,8430
Alabama,Pollard,198,29,0,0,0,77,92,43,0,241
Alabama,Orange Beach,5927,38,0,18,0,46,5727,7,128,5964
Alabama,Goshen,223,19,4,0,3,1,195,0,1,223
Alabama,Bay Minette,9089,3593,28,40,0,320,4974,142,142,9239
Alabama,Elberta,1741,22,59,0,0,85,1606,0,15,1787
Alabama,Talladega,15609,7851,77,35,0,704,6817,82,193,15759
Alabama,New Site,791,74,0,0,0,5,705,0,7,791
Alabama,Wedowee,772,288,0,0,0,38,438,10,13,787
Alabama,Loxley,2077,102,55,14,0,53,1818,22,31,2095
Alabama,Sylvania,2413,5,35,0,0,223,2071,179,73,2586
Alabama,St. Florian,406,33,0,2,0,5,366,3,1,410
Alabama,Somerville,534,49,10,0,0,10,456,2,9,536
Alabama,Oak Grove,605,70,0,0,0,13,522,0,0,605
Alabama,Vincent,2162,614,49,0,0,6,1482,0,11,2162
Alabama,Geraldine,929,1,13,0,0,4,816,0,95,929
Alabama,Point Clear,2482,1433,0,0,0,55,976,0,18,2482
Alabama,Mountain Brook,20466,195,19,332,29,198,19618,0,87,20478
Alabama,Brighton,2823,2468,9,0,0,179,156,165,25,3002
Alabama,Allgood,674,0,7,0,0,400,258,42,23,730
Alabama,Rosa,400,4,0,0,0,58,338,0,0,400
Alabama,Brantley,828,414,3,0,0,9,402,0,9,837
Alabama,Deatsville,1350,227,0,5,0,48,1043,0,49,1372
Alabama,Frisco City,1459,686,35,31,0,0,685,0,22,1459
Alabama,Courtland,771,346,7,0,0,7,405,0,6,771
Alabama,Aliceville,2408,1924,0,0,0,0,479,0,5,2408
Alabama,Montgomery,200156,121381,341,5655,27,7128,62604,2443,3723,203302
Alabama,Arley,566,1,1,1,0,0,557,0,6,566
Alabama,Bridgeport,2303,186,62,0,0,32,1960,0,63,2303
Alabama,Pleasant Groves,416,0,5,3,0,0,401,0,7,416
Alabama,Fayette,4385,1134,0,65,6,174,2912,0,237,4528
Alabama,Notasulga,953,488,0,0,0,7,453,0,5,953
Alabama,Baileyton,810,0,0,0,0,52,752,0,6,810
Alabama,West Point,593,0,0,13,0,17,563,4,9,606
Alabama,Oak Hill,22,20,0,0,0,0,2,0,0,22
Alabama,Midway,703,684,0,0,0,0,19,0,0,703
Alabama,Lakeview,154,0,0,10,0,0,144,0,0,154
Alabama,Dutton,411,0,0,0,0,26,385,5,0,416
Alabama,Addison,641,0,3,0,0,0,627,0,11,641
Alabama,Billingsley,121,50,2,0,0,0,69,0,0,121
Alabama,Winfield,4475,193,0,10,0,74,4173,56,25,4531
Alabama,Meridianville,6609,1721,78,148,0,131,4334,0,228,6640
Alabama,Redstone Arsenal,1414,415,16,42,0,56,854,9,43,1435
Alabama,Ladonia,3444,386,0,31,0,94,2831,76,102,3520
Alabama,York,3078,2697,0,0,0,0,370,0,11,3078
Alabama,McKenzie,608,225,2,0,0,0,380,0,1,608
Alabama,Columbiana,4420,1279,5,0,0,77,2952,134,34,4481
Alabama,Centreville,2677,401,0,37,0,54,2177,0,8,2677
Alabama,Luverne,2771,926,0,100,0,0,1645,0,100,2771
Alabama,Rutledge,363,87,16,0,0,0,245,0,15,363
Alabama,Yellow Bluff,149,144,4,0,0,0,1,0,0,149
Alabama,West Blocton,1352,270,0,0,0,20,1048,0,14,1352
Alabama,Gordo,1856,738,0,0,8,0,1006,0,104,1856
Alabama,Brent,4840,2335,8,0,0,134,2330,9,60,4876
Alabama,Section,959,0,6,0,0,0,953,0,0,959
Alabama,Skyline,939,0,36,0,0,132,733,49,38,988
Alabama,South Vinemont,630,11,0,5,0,173,441,21,0,651
Alabama,Carolina,258,0,0,10,0,0,240,0,8,258
Alabama,River Falls,646,293,0,0,0,0,353,0,0,646
Alabama,Gu-Win,118,4,0,0,0,3,103,0,8,118
Alabama,Bon Air,87,18,3,0,0,0,62,0,4,87
Alabama,Waldo,261,101,0,0,0,0,155,0,5,261
Alabama,Newton,1722,213,14,37,0,14,1421,0,33,1732
Alabama,Coffee Springs,195,18,0,0,0,0,175,0,2,195
Alabama,Linden,2041,768,10,0,0,21,1233,4,9,2045
Alabama,Ethelsville,169,74,0,0,0,0,88,0,7,169
Alabama,Pine Apple,155,78,2,0,0,0,75,0,0,155
Alabama,Haleyville,3996,42,0,0,0,333,3581,100,40,4096
Alabama,County Line,274,0,3,2,0,0,269,0,0,274
Alabama,Nauvoo,160,0,0,0,0,12,147,0,1,160
Alabama,Holt,4159,1825,0,0,0,1110,1223,127,8,4293
Alabama,Northport,25457,6725,34,166,0,944,17489,243,135,25736
Alabama,Hillsboro,618,524,0,0,0,6,83,0,5,618
Alabama,Highland Lake,360,2,0,0,0,0,340,0,18,360
Alabama,Elmore,1607,364,0,0,0,333,885,236,39,1857
Alabama,Tallassee,5013,1233,0,0,0,190,3659,54,67,5203
Alabama,Elkmont,490,24,8,0,0,9,446,0,7,494
Alabama,Trussville,21721,1342,10,220,0,237,18995,91,951,21846
Alabama,Elba,3852,1497,9,78,0,20,2150,12,98,3864
Alabama,Columbia,661,73,0,0,0,0,546,12,30,661
Alabama,Grand Bay,4090,98,0,0,0,22,3970,0,0,4090
Alabama,McDonald Chapel,633,233,0,0,0,0,383,0,17,633
Alabama,Sipsey,397,185,0,0,0,11,200,0,1,397
Alabama,Pelham,23242,2462,82,491,0,3021,17129,1908,263,25356
Alabama,Edgewater,743,474,0,0,0,0,269,0,0,743
Alabama,Vance,1732,178,0,0,0,81,1450,20,13,1742
Alabama,Nectar,330,0,2,0,0,0,328,0,0,330
Alabama,Alexander City,14621,4872,49,135,0,795,8694,540,121,15206
Alabama,Taylor,2397,362,0,4,0,92,1833,11,108,2410
Alabama,Webb,1453,215,14,2,0,93,1136,3,5,1468
Alabama,Bayou La Batre,2527,377,10,670,0,143,1215,0,112,2527
Alabama,Mooresville,89,10,0,3,0,2,74,0,0,89
Alabama,Tillmans Corner,17814,2697,120,784,0,2379,11500,977,576,19033
Alabama,Carbon Hill,1402,113,1,16,0,0,1215,0,57,1402
Alabama,Tuscaloosa,98881,43559,272,2401,73,3067,48716,947,1084,100119
Alabama,Oneonta,6575,533,10,35,0,848,4923,174,62,6585
Alabama,Susan Moore,700,8,0,0,0,208,489,18,3,726
Alabama,Fulton,208,99,0,0,0,0,109,0,0,208
Alabama,Gaylesville,191,0,6,0,0,0,181,0,4,191
Alabama,Glenwood,221,7,4,24,0,0,175,0,11,221
Alabama,Marion,3359,1946,6,21,0,61,1344,10,0,3388
Alabama,Langston,216,10,0,0,0,9,194,0,3,216
Alabama,Hazel Green,3452,240,0,53,0,0,3078,0,81,3452
Alabama,Madison,48275,7223,340,2639,15,2503,33763,479,1819,48781
Alabama,Edwardsville,197,0,0,0,0,0,195,0,2,197
Alabama,Lake View,3028,527,22,81,0,44,2344,32,10,3060
Alabama,Snead,702,0,0,11,0,13,678,0,0,702
Alabama,Robertsdale,6521,402,16,0,0,667,5445,170,49,6749
Alabama,Garden City,553,0,0,0,0,0,545,0,8,553
Alabama,Georgiana,1914,1412,0,26,0,0,476,0,0,1914
Alabama,Ider,644,0,27,0,0,0,607,0,10,644
Alabama,Pine Ridge,287,1,7,0,0,120,158,111,10,407
Alabama,Sand Rock,471,0,9,0,0,0,462,0,0,471
Alabama,Valley Head,660,4,17,0,0,37,608,5,13,684
Alabama,Waterloo,195,0,0,0,0,20,174,0,1,195
Alabama,Eva,560,0,0,4,0,0,553,0,3,560
Alabama,Falkville,1373,39,33,0,0,15,1261,0,25,1373
Alabama,Priceville,3318,205,77,21,0,7,2948,5,55,3318
Alabama,Fyffe,1357,4,41,0,0,11,1275,0,26,1357
Alabama,Childersburg,4959,1279,63,0,0,194,3423,194,0,5153
Alabama,Avon,463,9,14,0,0,10,430,0,0,463
Alabama,West End-Cobb Town,3346,673,10,10,0,182,2442,129,29,3475
Alabama,Kinston,708,7,27,0,0,14,636,0,24,708
Alabama,Rehobeth,1862,151,4,0,0,84,1586,4,42,1871
Alabama,Ardmore,1305,78,14,12,0,9,1192,0,0,1305
Alabama,Athens,25176,4283,239,323,24,1872,17875,581,698,25895
Alabama,Citronelle,3911,847,196,0,0,26,2814,0,28,3911
Alabama,Dauphin Island,1229,0,0,4,0,35,1167,7,23,1236
Alabama,Attalla,5847,892,5,0,66,397,4335,47,206,5948
Alabama,Fort Payne,14006,472,51,77,522,2868,10218,902,449,15559
Alabama,Mentone,305,0,6,0,0,0,299,0,0,305
Alabama,Steele,1133,0,33,0,0,130,993,89,7,1252
Alabama,Homewood,25595,3289,27,688,0,1040,20106,401,465,26016
Alabama,Irondale,12474,4913,10,109,0,1148,5861,900,202,13143
Alabama,Wilsonville,2246,249,0,0,0,111,1834,0,52,2246
Alabama,Sardis City,1763,0,0,7,0,11,1745,8,0,1771
Alabama,White Hall,786,767,0,0,0,15,19,0,0,801
Alabama,Mulga,803,102,0,0,0,0,695,0,6,803
Alabama,Monroeville,6011,3518,55,44,0,122,2376,18,0,6133
Alabama,Minor,1074,200,11,0,0,0,848,0,15,1074
Alabama,Tarrant,6212,3363,80,50,42,612,1860,683,40,6730
Alabama,Florence,40104,7827,188,362,61,1524,29531,102,739,40334
Alabama,Hamilton,6664,603,7,0,0,176,5771,22,231,6810
Alabama,Banks,157,54,0,0,0,0,103,0,0,157
Alabama,Wadley,809,293,0,0,0,13,479,0,24,809
Alabama,Wilton,806,225,0,0,0,18,558,0,11,812
Alabama,Lanett,6318,3780,0,0,0,165,2248,39,125,6357
Alabama,Tuscumbia,8426,2090,55,49,0,319,5560,255,400,8728
Alabama,Boligee,519,494,0,0,0,0,25,0,0,519
Alabama,Malvern,1773,73,0,1,0,26,1655,0,18,1773
Alabama,Thorsby,1938,110,8,8,0,176,1630,82,34,2048
Alabama,Cardiff,43,0,0,0,0,0,43,0,0,43
Alabama,Mobile,191485,96974,381,3363,22,4923,82552,1584,3348,193147
Alabama,Argo,4235,216,0,19,0,179,3821,105,0,4340
Alabama,Bessemer,26759,19051,83,33,9,1147,5800,1050,433,27606
Alabama,Napier Field,418,114,22,0,0,28,248,4,6,422
Alabama,Fairview,497,0,0,6,0,92,377,5,22,502
Alabama,Vredenburgh,363,283,0,0,0,0,80,0,0,363
Alabama,Scottsboro,14527,866,100,116,58,621,12608,267,237,14873
Alabama,Eufaula,12289,6021,9,54,0,402,5599,328,212,12625
Alabama,Warrior,3209,669,0,44,0,0,2487,0,9,3209
Alabama,Double Springs,1408,42,13,0,0,12,1165,6,176,1414
Alabama,Natural Bridge,14,0,0,0,0,0,14,0,0,14
Alabama,Selmont-West Selmont,2040,1815,0,0,0,52,169,0,4,2040
Alabama,North Courtland,704,678,0,0,0,12,26,0,0,716
Alabama,Margaret,4752,1197,0,46,0,469,2861,253,179,5005
Alabama,Killen,1196,46,0,0,0,148,1002,0,0,1196
Alabama,McIntosh,431,185,100,0,0,0,146,0,0,431
Alabama,Muscle Shoals,13874,1643,142,102,0,312,11524,187,176,14086
Alabama,Forkland,794,636,48,0,0,3,110,0,0,797
Alabama,Albertville,21460,735,54,124,0,6489,13886,634,318,22240
Alabama,Hartford,2604,717,63,0,0,135,1742,0,27,2684
Alabama,Gilbertown,166,80,0,0,0,0,86,0,0,166
Alabama,Lisman,627,606,0,0,0,0,9,0,12,627
Alabama,Daleville,5113,974,0,55,0,678,3261,391,239,5598
Alabama,Fairfield,10790,9994,17,0,0,120,527,4,248,10910
Alabama,Douglas,1077,0,0,0,0,56,1021,8,6,1091
Alabama,Town Creek,1136,292,73,0,0,51,684,5,46,1151
Alabama,Leeds,12348,1877,83,9,6,644,9621,47,154,12441
Alabama,Lipscomb,2024,1050,12,0,0,442,465,496,1,2466
Alabama,Sumiton,2586,308,0,0,0,15,2234,0,29,2586
Alabama,West Jefferson,465,0,0,0,0,0,463,0,2,465
Alabama,Needham,113,0,0,0,0,0,112,0,1,113
Alabama,Silas,613,171,2,0,0,0,440,0,0,613
Alabama,Jacksonville,12654,3012,15,150,0,191,9012,0,413,12793
Alabama,Weaver,3076,323,30,63,0,64,2438,33,158,3109
Alabama,Gordon,237,196,0,0,0,0,41,0,0,237
Alabama,Faunsdale,32,9,0,0,0,0,13,0,10,32
Alabama,Ariton,697,155,0,0,0,5,491,0,46,697
Alabama,Clayhatchee,513,8,8,3,4,43,437,0,10,513
Alabama,Level Plains,2478,330,114,145,0,414,1374,5,184,2566
Alabama,Newbern,203,152,0,0,0,0,51,0,0,203
Alabama,Phil Campbell,1513,21,7,0,0,104,1367,92,14,1605
Alabama,Blue Ridge,1602,15,0,46,0,0,1541,0,0,1602
Alabama,Millbrook,15160,4078,38,62,0,631,10132,209,311,15461
Alabama,Prattville,35657,6738,79,606,32,1328,26160,348,843,36134
Alabama,Wetumpka,8117,2470,0,28,0,57,5320,123,169,8167
Alabama,Rockford,714,338,9,0,0,18,350,0,0,715
Alabama,Concord,1690,0,9,8,0,0,1646,0,27,1690
Alabama,Adamsville,4374,2330,48,0,11,8,1908,8,69,4382
Alabama,Parrish,1108,306,0,0,0,29,733,19,33,1120
Alabama,Flomaton,1695,679,65,0,0,43,908,23,20,1738
Alabama,Five Points,258,154,0,0,0,0,103,1,0,258
Alabama,Oxford,21208,3084,60,330,0,2068,15300,1267,471,22580
Alabama,Cowarts,2223,269,9,48,0,133,1668,48,116,2291
Alabama,Prichard,21927,19493,100,67,0,222,2097,24,124,22127
Alabama,Satsuma,6151,683,0,0,0,53,5269,60,86,6151
Alabama,Maytown,328,41,1,0,0,0,285,0,1,328
Alabama,Morris,1831,35,0,3,0,7,1770,0,23,1838
Alabama,Pleasant Grove,10185,6084,0,9,0,48,3945,0,117,10203
Alabama,Glencoe,5120,47,17,0,0,14,4883,16,143,5120
Alabama,Hokes Bluff,4271,0,0,0,0,40,4231,0,0,4271
Alabama,Gordonville,185,167,0,0,0,0,2,0,16,185
Alabama,Lockhart,282,45,0,0,0,16,225,0,0,286
Alabama,Autaugaville,821,561,0,0,0,33,231,29,0,854
Alabama,Arab,8234,60,53,136,1,112,7769,29,121,8281
Alabama,Pell City,13593,1579,0,303,8,109,11531,42,91,13663
Alabama,Rogersville,1177,129,0,14,0,39,968,0,27,1177
Alabama,Sheffield,8986,2056,42,10,29,275,6265,45,324,9046
Alabama,Brilliant,1037,10,0,0,0,0,1021,0,6,1037
Alabama,Brewton,5263,2292,0,105,0,114,2666,22,64,5263
Alabama,Harvest,5700,1046,0,300,0,136,4022,45,234,5783
Alabama,Eclectic,1042,138,0,0,0,56,766,0,82,1042
Alabama,Owens Cross Roads,2029,142,2,11,0,37,1765,5,85,2047
Alabama,Brookwood,2192,222,0,0,0,45,1914,0,17,2198
Alabama,Walnut Grove,917,0,0,0,0,12,855,0,50,917
Alabama,Dothan,67872,23061,185,779,18,2287,40510,315,1315,68470
Alabama,Kinsey,2211,1098,30,4,0,105,941,14,42,2234
Alabama,Theodore,6483,1072,26,185,0,133,5007,86,26,6535
Alabama,Eldridge,134,11,0,0,0,1,120,0,2,134
Alabama,Jasper,13727,2003,8,225,0,609,10607,182,285,13919
Alabama,Kansas,187,0,0,0,0,0,182,0,5,187
Alabama,Fultondale,9097,1529,88,358,4,885,6099,382,120,9465
Alabama,Foley,17818,2805,53,65,0,1129,13581,221,107,17961
Alabama,Underwood-Petersville,3196,277,0,88,0,20,2687,57,67,3196
Alabama,Guin,2561,184,13,1,0,144,2140,113,79,2674
Alabama,Daphne,25361,3787,0,406,0,885,19709,284,705,25776
Alabama,Silverhill,633,0,58,0,0,104,522,14,39,737
Alabama,Leesburg,1092,0,0,0,0,5,1078,0,9,1092
Alabama,Rainsville,5018,37,45,0,0,268,4520,160,166,5196
Alabama,Piedmont,4651,465,25,25,0,231,3777,11,128,4662
Alabama,Huntsville,193663,59187,717,5304,192,11610,112038,3285,5598,197931
Alabama,Castleberry,510,173,0,0,0,0,332,0,5,510
Alabama,Abbeville,2582,1025,0,0,0,124,1433,9,0,2591
Alabama,Greenville,7714,4353,0,205,0,28,2987,0,169,7742
Alabama,Evergreen,3705,2294,32,0,0,26,1350,0,3,3705
Alabama,East Brewton,2963,806,0,0,0,246,1885,0,26,2963
Alabama,Hurtsboro,551,318,0,6,0,0,227,0,0,551
Alabama,Haleburg,132,7,0,0,0,0,125,0,0,132
Alabama,Newville,402,111,0,0,0,45,236,2,10,404
Alabama,Louisville,496,309,0,0,1,20,143,21,2,496
Alabama,Orrville,175,102,0,0,0,0,73,0,0,175
Alabama,Cuba,410,52,8,0,0,0,350,0,0,410
Alabama,Gainesville,161,132,0,0,0,0,19,0,10,161
Alabama,Libertyville,85,0,0,0,0,0,85,0,0,85
Alabama,Alabaster,32878,4762,113,417,6,3111,23466,2503,909,35287
Alabama,Harpersville,1506,339,0,0,0,3,1135,0,29,1506
Alabama,Gantt,128,6,0,0,0,0,122,0,0,128
Alabama,Glen Allen,435,93,0,0,0,0,339,0,3,435
Alabama,Franklin,186,102,0,0,0,7,77,7,0,193
Alabama,Blue Springs,95,17,0,8,0,0,70,0,0,95
Alabama,Hobson City,724,661,0,0,0,0,57,6,0,724
Alabama,Cottonwood,1291,327,11,0,0,14,922,0,17,1291
Alabama,Chickasaw,5837,2572,53,0,0,198,2847,27,155,5852
Alabama,Saraland,14268,1804,199,94,11,158,11498,176,435,14375
Alabama,Cordova,1927,310,0,0,0,0,1600,0,17,1927
Alabama,New Market,1205,121,26,0,21,46,908,0,83,1205
Alabama,Repton,288,139,0,0,0,0,147,2,0,288
Alabama,New Hope,2856,12,46,6,8,5,2722,5,57,2861
Alabama,Gurley,738,75,3,0,0,12,584,0,64,738
Alabama,Auburn,62996,10737,56,5382,0,2720,43668,229,675,63467
Alabama,Opelika,29798,12957,40,805,18,461,15022,58,587,29948
Alabama,Leighton,1088,538,0,0,0,27,508,8,15,1096
Alabama,Fort Rucker,5134,547,46,92,0,639,3560,225,266,5375
Alabama,Midland City,2144,632,6,12,0,20,1362,0,112,2144
Alabama,Black,197,0,0,0,0,0,194,0,3,197
Alabama,Geneva,4379,779,0,97,0,132,3275,27,164,4474
Alabama,Jacksons' Gap,779,79,9,3,0,0,684,0,4,779
Alabama,Maplesville,752,190,0,0,0,5,545,0,12,752
Alabama,Odenville,3751,200,0,0,0,113,3454,0,36,3803
Alabama,Brundidge,2295,1670,3,2,0,34,569,2,26,2306
Alabama,Roanoke,5941,2673,0,0,0,232,3033,0,132,6070
Alabama,Rock Mills,486,0,0,0,0,0,486,0,0,486
Alabama,Russellville,9711,919,328,100,0,3865,4781,1671,57,11721
Alabama,Vina,363,0,0,11,0,9,343,3,6,372
Alabama,Providence,179,30,0,0,0,0,147,0,2,179
Alabama,Grant,933,2,2,0,0,11,891,0,27,933
Alabama,Daviston,186,11,0,0,0,0,173,0,2,186
Alabama,Clanton,8724,1907,0,182,0,438,6140,192,57,8916
Alabama,Moores Mill,6815,1282,122,15,0,382,4858,0,204,6863
Alabama,Excel,1013,80,8,4,0,0,862,0,59,1013
Alabama,Pine Hill,782,485,3,0,0,0,294,0,0,782
Alabama,Spruce Pine,149,0,0,0,0,0,149,0,0,149
Alabama,Woodstock,2371,36,0,0,0,201,2100,0,34,2371
Alabama,Westover,1603,38,2,0,0,159,1381,94,15,1689
Alabama,Valley Grande,3773,1049,5,0,0,19,2690,0,10,3773
Alabama,Center Point,16460,11395,0,10,0,797,3860,347,382,16791
Alabama,Smiths Station,5349,744,34,0,0,71,4485,0,38,5372
Alabama,Gadsden,35624,12884,415,387,0,2358,19522,453,706,36725
Alabama,Abanda,218,44,0,0,0,0,174,0,0,218
Alabama,Mount Vernon,1243,941,16,12,0,6,259,0,15,1249
Alabama,Pennington,333,240,3,0,0,0,90,0,0,333
Alabama,Union,295,290,0,0,0,0,5,0,0,295
Alabama,Red Bay,3102,0,0,5,0,22,2930,9,151,3117
Alabama,Stockton,709,108,5,0,0,0,577,19,0,709
Alabama,Stapleton,1196,0,0,0,0,0,1196,0,0,1196
Alabama,Perdido,751,132,0,0,0,0,619,0,0,751
Alabama,Samson,2086,354,0,0,0,135,1491,75,106,2161
Alabama,Lillian,1330,0,25,21,0,0,1284,0,0,1330
Alabama,Axis,1473,838,0,111,0,0,524,0,0,1473
Alabama,Belgreen,76,0,0,0,0,0,76,0,0,76
Alabama,Chelsea,12643,664,21,275,0,145,11321,73,209,12708
Alabama,Ashville,2418,676,0,18,0,37,1695,0,20,2446
Alabama,Ashland,1943,451,25,5,0,64,1376,11,24,1956
Alabama,Ashford,2346,494,4,2,0,62,1747,3,49,2361
Alabama,Carlisle-Rockledge,2391,19,11,0,0,85,2246,47,30,2438
Alabama,Calvert,957,0,88,0,0,0,869,0,0,957
Alabama,Ballplay,1458,0,0,0,0,0,1410,0,48,1458
Alabama,Bucks,68,18,0,0,0,0,50,0,0,68
Alabama,Brook Highland,7116,1207,33,259,0,698,4752,225,178,7352
Alabama,Bristow Cove,769,0,31,0,0,0,738,0,0,769
Alabama,Brantleyville,987,56,0,0,0,152,735,93,44,1080
Alabama,Boykin,134,134,0,0,0,0,0,0,0,134
Alabama,Belle Fontaine,532,0,0,0,0,24,508,0,0,532
Alabama,Bellamy,380,325,0,0,0,0,55,0,0,380
Alabama,Broomtown,198,0,0,0,0,47,151,0,0,198
Alabama,Bon Secour,1011,0,0,63,0,128,820,0,0,1011
Alabama,Kimberly,3073,185,0,10,0,25,2732,0,121,3073
Alabama,Cottondale,3469,809,16,0,0,459,2046,156,139,3625
Alabama,Stewartville,1627,0,0,0,0,0,1627,0,0,1627
Alabama,Sterrett,866,26,0,0,0,0,776,0,64,866
Alabama,Tidmore Bend,1237,52,0,0,0,0,1157,0,28,1237
Alabama,Standing Rock,153,0,0,0,0,0,153,0,0,153
Alabama,Spring Garden,185,0,0,0,0,0,185,0,0,185
Alabama,Sims Chapel,85,0,0,0,0,0,85,0,0,85
Alabama,Tibbie,73,0,0,0,0,0,57,0,16,73
Alabama,Shoal Creek,1398,34,0,11,0,0,1303,0,50,1398
Alabama,Loachapoka,251,93,4,6,0,7,138,0,3,251
Alabama,Dadeville,3115,1536,40,0,0,61,1523,0,0,3160
Alabama,Pickensville,883,584,0,2,0,0,297,0,0,883
Alabama,Talladega Springs,188,6,2,0,0,6,174,0,0,188
Alabama,Calera,13557,4218,0,158,0,342,8606,203,217,13744
Alabama,Coosada,1116,542,16,0,0,18,504,0,36,1116
Alabama,Vernon,1811,280,0,0,0,18,1501,20,0,1819
Alabama,Uriah,307,24,16,0,0,0,236,0,31,307
Alabama,Vandiver,1016,22,0,15,0,12,956,12,11,1028
Alabama,Vinegar Bend,247,191,0,0,0,0,56,0,0,247
Alabama,Semmes,4869,748,22,6,0,124,3728,52,256,4936
Alabama,Morrison Crossroads,253,0,0,0,0,16,237,0,0,253
Alabama,Joppa,690,0,0,0,0,0,690,0,0,690
Alabama,Riverside,2500,252,0,159,0,84,1943,0,81,2519
