State,City,Nursery-Pre-School,Kindergarten,1st-4th,5th-8th,9th-12th
Pennsylvania,Clarion borough,116,62,183,60,119
Pennsylvania,Leetsdale borough,4,9,56,82,85
Pennsylvania,Everett borough,18,11,65,81,100
Pennsylvania,Tarentum borough,74,74,152,181,157
Pennsylvania,Houtzdale borough,6,5,37,22,32
Pennsylvania,Warminster Heights,24,64,207,266,223
Pennsylvania,Spring Hill,0,36,88,17,49
Pennsylvania,Factoryville borough,13,2,38,24,20
Pennsylvania,Clearfield borough,66,27,269,251,275
Pennsylvania,Millersburg borough,49,36,176,98,81
Pennsylvania,Jerseytown,2,0,0,3,3
Pennsylvania,Collingdale borough,64,148,622,488,541
Pennsylvania,Manns Choice borough,4,4,8,23,23
Pennsylvania,Avis borough,14,8,71,83,51
Pennsylvania,Wilkinsburg borough,161,78,560,671,627
Pennsylvania,Grantley,11,39,108,102,177
Pennsylvania,Felton borough,5,14,35,28,30
Pennsylvania,Cross Roads borough,5,1,18,35,30
Pennsylvania,Liberty borough (Tioga County),0,2,29,28,26
Pennsylvania,Riverside borough,65,13,155,79,73
Pennsylvania,Valley View CDP (Schuylkill County),18,52,47,36,121
Pennsylvania,Schuylkill Haven borough,127,123,133,251,324
Pennsylvania,Ravine,7,0,21,47,38
Pennsylvania,Orwigsburg borough,48,60,156,164,98
Pennsylvania,Ulysses borough,12,8,52,63,39
Pennsylvania,Cochranton borough,3,45,101,104,104
Pennsylvania,West Conshohocken borough,12,6,14,23,26
Pennsylvania,Conneautville borough,16,15,25,38,24
Pennsylvania,New Alexandria borough,2,4,3,12,19
Pennsylvania,Herminie,0,0,17,47,14
Pennsylvania,Monessen,74,20,415,206,238
Pennsylvania,New Britain borough,41,34,133,96,109
Pennsylvania,Troutville borough,0,4,18,14,13
Pennsylvania,Grampian borough,5,0,22,22,36
Pennsylvania,Irvona borough,6,0,21,30,40
Pennsylvania,Sankertown borough,11,11,60,33,16
Pennsylvania,Bristol borough,267,46,425,592,529
Pennsylvania,Rainsburg borough,0,0,1,7,4
Pennsylvania,Bedford borough,20,9,79,136,102
Pennsylvania,Hampton,16,0,75,90,0
Pennsylvania,Bendersville borough,11,7,82,50,58
Pennsylvania,Schellsburg borough,0,2,14,5,35
Pennsylvania,Carrolltown borough,16,10,31,42,49
Pennsylvania,Ashville borough,0,2,3,5,9
Pennsylvania,Renovo borough,21,0,40,40,84
Pennsylvania,Loganton borough,5,1,25,28,23
Pennsylvania,Paint borough,5,5,22,18,8
Pennsylvania,Meyersdale borough,30,14,61,114,112
Pennsylvania,Iola,0,4,7,8,16
Pennsylvania,Aristes,0,4,4,10,16
Pennsylvania,Sylvania borough,0,1,8,12,9
Pennsylvania,Scottdale borough,45,64,157,198,189
Pennsylvania,Slickville,0,0,14,0,0
Pennsylvania,Economy borough,140,110,259,347,331
Pennsylvania,Industry borough,17,26,79,40,92
Pennsylvania,Hallam borough,29,34,148,132,81
Pennsylvania,Lykens borough,17,41,77,95,53
Pennsylvania,Rupert,0,0,10,15,7
Pennsylvania,Millville borough,0,16,17,93,52
Pennsylvania,Lime Ridge,11,7,60,27,24
Pennsylvania,New Centerville borough,6,0,2,8,8
Pennsylvania,Jerome,0,0,31,0,30
Pennsylvania,Wilmerding borough,61,22,129,100,94
Pennsylvania,Salisbury borough,5,14,43,34,75
Pennsylvania,Georgetown borough,5,5,5,2,1
Pennsylvania,East Rochester borough,5,8,18,24,26
Pennsylvania,South Waverly borough,7,19,52,36,35
Pennsylvania,Ambridge borough,95,45,336,297,399
Pennsylvania,Enola,114,70,376,402,392
Pennsylvania,Conway borough,35,18,94,82,79
Pennsylvania,Camp Hill borough,119,87,407,499,450
Pennsylvania,Sheakleyville borough,3,2,11,19,15
Pennsylvania,Fredonia borough,0,7,14,18,28
Pennsylvania,West Middletown borough,0,0,6,4,5
Pennsylvania,Marianna borough,6,9,25,15,10
Pennsylvania,Donora borough,89,15,296,160,302
Pennsylvania,Baidland,0,110,15,39,23
Pennsylvania,Kulpmont borough,56,15,91,79,104
Pennsylvania,Green Hills borough,0,0,2,1,1
Pennsylvania,Newville borough,13,22,43,59,82
Pennsylvania,Conneaut Lake borough,5,0,50,46,36
Pennsylvania,Rome borough,2,0,32,48,39
Pennsylvania,Saxton borough,14,8,37,66,53
Pennsylvania,Waynesburg borough,31,40,154,171,100
Pennsylvania,Wilburton Number Two,2,0,3,9,2
Pennsylvania,Slabtown,2,0,6,6,8
Pennsylvania,Youngsville borough,17,33,68,96,119
Pennsylvania,Freeport borough,18,18,85,145,67
Pennsylvania,Jeddo borough,5,4,0,8,8
Pennsylvania,Shelocta borough,1,0,5,14,1
Pennsylvania,Marion Center borough,2,4,19,31,24
Pennsylvania,Homer City borough,31,18,84,83,96
Pennsylvania,Port Royal borough,15,0,34,31,23
Pennsylvania,Woodside,23,40,104,198,187
Pennsylvania,Trainer borough,37,32,146,114,123
Pennsylvania,Millbourne borough,19,12,75,84,96
Pennsylvania,Beech Creek borough,7,12,29,27,25
Pennsylvania,Shrewsbury borough,37,96,61,108,141
Pennsylvania,Shiloh,172,147,444,333,533
Pennsylvania,New Freedom borough,57,20,389,270,322
Pennsylvania,Loganville borough,33,13,96,73,96
Pennsylvania,Franklintown borough,2,4,14,2,19
Pennsylvania,Fawn Grove borough,8,11,11,19,21
Pennsylvania,Emmaus borough,132,75,569,544,511
Pennsylvania,Tidioute borough,3,17,18,16,20
Pennsylvania,Worthington borough,5,2,23,11,23
Pennsylvania,Throop borough,61,70,162,203,118
Pennsylvania,Moosic borough,145,90,150,335,214
Pennsylvania,Mount Cobb,71,36,135,92,43
Pennsylvania,Clairton,142,19,263,315,408
Pennsylvania,Cooperstown borough,7,5,15,22,16
Pennsylvania,Le Raysville borough,10,5,23,17,25
Pennsylvania,Roscoe borough,3,5,17,42,32
Pennsylvania,Finleyville borough,3,3,9,7,11
Pennsylvania,Sheffield,46,6,18,134,95
Pennsylvania,Plainfield,0,0,0,0,0
Pennsylvania,Sewickley Heights borough,22,4,22,40,54
Pennsylvania,Rosslyn Farms borough,2,3,23,23,26
Pennsylvania,North Braddock borough,192,42,251,326,236
Pennsylvania,Elizabeth borough,23,15,101,70,75
Pennsylvania,East Pittsburgh borough,24,6,133,167,29
Pennsylvania,Woodbury borough,5,4,6,8,23
Pennsylvania,Dormont borough,160,0,293,270,337
Pennsylvania,Rheems,0,37,61,31,63
Pennsylvania,Elizabethtown borough,124,199,406,418,455
Pennsylvania,Big Run borough,1,2,17,35,21
Pennsylvania,Mill Creek borough,0,3,3,5,23
Pennsylvania,White Oak borough,104,53,248,284,184
Pennsylvania,West Mifflin borough,251,181,640,895,1220
Pennsylvania,New Holland borough,15,109,147,204,399
Pennsylvania,McKees Rocks borough,67,127,404,240,223
Pennsylvania,Homestead borough,90,51,312,151,61
Pennsylvania,Emsworth borough,28,16,41,198,118
Pennsylvania,Duquesne,118,98,367,321,392
Pennsylvania,Willow Street,47,79,243,218,331
Pennsylvania,St. Clairsville borough,0,0,0,0,1
Pennsylvania,Hatboro borough,75,42,420,372,378
Pennsylvania,Stroudsburg borough,12,60,402,244,293
Pennsylvania,Armagh borough,2,1,6,4,2
Pennsylvania,Mifflintown borough,37,13,52,83,98
Pennsylvania,Tullytown borough,27,16,78,60,116
Pennsylvania,Espy,10,10,50,60,93
Pennsylvania,Bloomsburg,234,161,258,316,252
Pennsylvania,Waymart borough,31,21,68,54,64
Pennsylvania,New Baltimore borough,0,0,2,10,8
Pennsylvania,Hooversville borough,14,4,52,29,25
Pennsylvania,Boswell borough,12,4,49,54,62
Pennsylvania,Russellton,14,0,78,15,0
Pennsylvania,Oakmont borough,48,49,258,175,208
Pennsylvania,Laporte borough,0,0,2,6,4
Pennsylvania,Springdale borough,57,68,112,95,90
Pennsylvania,Sharpsburg borough,43,12,66,147,270
Pennsylvania,Sewickley Hills borough,14,6,34,72,33
Pennsylvania,Aldan borough,32,0,153,93,308
Pennsylvania,Martinsburg borough,22,46,70,50,41
Pennsylvania,Duncansville borough,10,21,51,51,51
Pennsylvania,Courtdale borough,3,2,23,29,10
Pennsylvania,Smicksburg borough,1,1,2,3,1
Pennsylvania,Plumville borough,4,0,27,10,12
Pennsylvania,Ernest borough,2,6,44,36,24
Pennsylvania,Creekside borough,1,0,6,18,30
Pennsylvania,Black Lick,60,55,44,74,22
Pennsylvania,Commodore,15,0,15,25,25
Pennsylvania,Shamokin Dam borough,28,11,120,106,71
Pennsylvania,Heilwood,0,13,21,34,27
Pennsylvania,Freeland borough,63,52,203,192,102
Pennsylvania,Benton borough,15,4,44,44,55
Pennsylvania,Yorkana borough,0,0,13,16,8
Pennsylvania,York,645,555,2918,2591,2933
Pennsylvania,Eagles Mere borough,4,0,3,4,5
Pennsylvania,Whitehall borough,257,176,591,478,553
Pennsylvania,Whitaker borough,18,21,41,36,81
Pennsylvania,Berlin borough,14,5,56,88,134
Pennsylvania,Trappe borough,108,49,169,177,212
Pennsylvania,New Berlin borough,18,15,33,77,33
Pennsylvania,Yeadon borough,228,90,503,449,504
Pennsylvania,Morrisville borough,87,114,611,266,424
Pennsylvania,Hermitage,168,187,626,640,638
Pennsylvania,Coal Center borough,2,5,8,1,0
Pennsylvania,Claysville borough,7,8,29,74,30
Pennsylvania,Sligo borough,10,4,35,25,19
Pennsylvania,Callensburg borough,0,4,4,7,7
Pennsylvania,Tatamy borough,25,8,33,80,50
Pennsylvania,Glendon borough,15,0,57,25,13
Pennsylvania,Freemansburg borough,13,26,173,169,180
Pennsylvania,East Bangor borough,18,8,45,89,17
Pennsylvania,Chapman borough,0,0,12,4,8
Pennsylvania,Paxtonville,0,4,11,11,10
Pennsylvania,Lucerne Mines,0,0,0,0,71
Pennsylvania,Elco borough,3,3,14,11,11
Pennsylvania,Hazleton,333,381,1198,1558,1631
Pennsylvania,Levittown,785,752,2291,2443,3385
Pennsylvania,Plymptonville,0,0,43,39,95
Pennsylvania,Worthville borough,0,0,3,0,2
Pennsylvania,Reynoldsville borough,13,17,193,113,88
Pennsylvania,Shirleysburg borough,2,3,7,13,11
Pennsylvania,Mapleton borough,12,12,20,15,32
Pennsylvania,Dudley borough,0,0,4,8,39
Pennsylvania,Coalmont borough,1,0,3,2,0
Pennsylvania,Mount Union borough,49,26,78,68,159
Pennsylvania,Export borough,0,0,50,62,33
Pennsylvania,Derry borough,28,6,119,125,97
Pennsylvania,Perryopolis borough,12,35,71,104,136
Pennsylvania,Ohiopyle borough,0,0,5,0,5
Pennsylvania,Hopwood,8,34,58,113,89
Pennsylvania,Tionesta borough,4,0,10,10,4
Pennsylvania,Bryn Mawr,36,17,89,76,106
Pennsylvania,Blue Bell,175,46,225,270,401
Pennsylvania,West Mayfield borough,4,19,84,44,49
Pennsylvania,South Heights borough,6,0,3,14,13
Pennsylvania,Sutersville borough,4,2,15,35,21
Pennsylvania,Centerville borough (Washington County),0,70,131,186,101
Pennsylvania,California borough,17,35,50,188,420
Pennsylvania,Allenport borough,10,0,18,19,17
Pennsylvania,Laceyville borough,4,9,17,34,20
Pennsylvania,West York borough,49,50,272,391,405
Pennsylvania,Christiana borough,13,12,40,34,61
Pennsylvania,Columbia borough,248,198,553,376,429
Pennsylvania,Pine Ridge,0,20,87,143,134
Pennsylvania,Manheim borough,27,0,207,366,229
Pennsylvania,Brisbin borough,6,0,13,15,31
Pennsylvania,Dublin borough,37,40,84,93,98
Pennsylvania,East McKeesport borough,6,29,82,113,90
Pennsylvania,Lancaster,678,721,3157,2986,3385
Pennsylvania,Brickerville,0,28,28,48,107
Pennsylvania,Saltillo borough,1,4,21,16,27
Pennsylvania,Wernersville borough,21,10,106,134,144
Pennsylvania,Reading,1354,1217,6681,5317,5874
Pennsylvania,Lenhartsville borough,4,4,7,15,6
Pennsylvania,Muncy borough,5,29,177,175,113
Pennsylvania,Belleville,21,0,19,64,66
Pennsylvania,Hyde,27,0,52,37,10
Pennsylvania,Zion,19,75,119,68,80
Pennsylvania,Blanchard,4,12,16,20,24
Pennsylvania,Bellefonte borough,56,122,240,290,124
Pennsylvania,Laurel Run borough,2,4,6,26,22
Pennsylvania,Laflin borough,18,19,69,51,104
Pennsylvania,Avoca borough,28,8,94,79,150
Pennsylvania,Ashley borough,58,0,113,140,124
Pennsylvania,Rossiter,13,12,15,25,38
Pennsylvania,Glen Campbell borough,20,2,34,18,8
Pennsylvania,Plains,62,17,115,173,151
Pennsylvania,Pikes Creek,15,4,28,33,15
Pennsylvania,Penryn,0,0,13,68,85
Pennsylvania,Madisonburg,0,0,22,38,10
Pennsylvania,Pringle borough,20,10,11,42,36
Pennsylvania,Lansdale borough,291,140,739,638,847
Pennsylvania,Central City borough,14,0,14,26,71
Pennsylvania,Homewood borough,2,0,1,0,2
Pennsylvania,Darlington borough,2,0,20,11,5
Pennsylvania,Tuscarora,25,23,60,26,9
Pennsylvania,Minersville borough,11,45,150,326,230
Pennsylvania,Friedensburg,26,26,26,51,11
Pennsylvania,Coaldale borough (Schuylkill County),5,49,94,136,69
Pennsylvania,Beurys Lake,2,0,14,0,0
Pennsylvania,Wattsburg borough,14,2,23,41,19
Pennsylvania,Stowe,24,40,200,154,126
Pennsylvania,Pennsburg borough,149,76,170,136,287
Pennsylvania,Oreland,131,109,271,176,320
Pennsylvania,North Wales borough,120,63,84,134,122
Pennsylvania,Montgomeryville,270,141,562,682,819
Pennsylvania,Glenside,93,91,378,408,450
Pennsylvania,Fort Washington,154,62,190,281,247
Pennsylvania,Flourtown,159,74,349,220,190
Pennsylvania,Cheswick borough,23,16,60,48,63
Pennsylvania,Brackenridge borough,44,29,61,216,131
Pennsylvania,Jenkintown borough,62,49,309,344,297
Pennsylvania,Pennville,14,51,66,72,18
Pennsylvania,Jacobus borough,17,26,110,110,120
Pennsylvania,Dallastown borough,194,65,134,68,98
Pennsylvania,Blossburg borough,26,4,118,111,121
Pennsylvania,Eastvale borough,0,0,6,20,6
Pennsylvania,Ellwood City borough,175,133,288,239,370
Pennsylvania,Freedom borough,20,50,98,70,68
Pennsylvania,Midland borough,45,56,225,99,134
Pennsylvania,Mountainhome,23,15,0,17,31
Pennsylvania,East Stroudsburg borough,17,127,465,531,486
Pennsylvania,Wellersburg borough,4,0,11,20,6
Pennsylvania,Seven Springs borough,0,0,0,0,0
Pennsylvania,Belmont,19,27,56,78,78
Pennsylvania,Mill Hall borough,31,28,68,79,42
Pennsylvania,Lock Haven,122,242,409,218,207
Pennsylvania,Orangeville borough,4,1,16,20,22
Pennsylvania,Lightstreet,10,0,43,48,18
Pennsylvania,Jamison City,0,0,0,8,0
Pennsylvania,Foundryville,0,0,0,0,0
Pennsylvania,Williamstown borough,7,11,88,45,77
Pennsylvania,Centralia borough,0,0,0,0,0
Pennsylvania,Sayre borough,40,85,251,339,262
Pennsylvania,Pleasantville borough (Bedford County),1,0,9,10,6
Pennsylvania,Pocono Pines,0,0,20,56,13
Pennsylvania,Prompton borough,4,2,5,10,18
Pennsylvania,Bethany borough,1,3,9,9,15
Pennsylvania,Casselman borough,1,0,1,5,6
Pennsylvania,Callimont borough,1,0,3,0,0
Pennsylvania,Addison borough,1,2,15,30,18
Pennsylvania,Troy borough,10,19,80,78,102
Pennsylvania,Monroe borough,5,0,30,30,45
Pennsylvania,Ambler borough,64,89,410,189,386
Pennsylvania,Almedia,0,20,48,63,32
Pennsylvania,Delaware Water Gap borough,8,7,41,26,15
Pennsylvania,Honesdale borough,71,89,199,174,211
Pennsylvania,Etna borough,69,82,184,125,127
Pennsylvania,Bradford,98,53,535,361,361
Pennsylvania,Richland borough,9,0,97,69,65
Pennsylvania,Quentin,13,0,44,47,33
Pennsylvania,Pleasant Hill,85,21,126,290,186
Pennsylvania,Palmyra borough,68,144,431,275,376
Pennsylvania,Myerstown borough,20,35,175,137,171
Pennsylvania,Mount Gretna borough,6,1,2,10,1
Pennsylvania,Lebanon South,51,25,94,97,85
Pennsylvania,North East borough,93,98,169,218,246
Pennsylvania,Erie,1449,1402,4888,4939,4789
Pennsylvania,Skippack,64,93,354,239,243
Pennsylvania,King of Prussia,422,187,795,904,1004
Pennsylvania,Red Hill borough,26,26,116,101,148
Pennsylvania,Spring Mount,24,59,128,139,129
Pennsylvania,Aliquippa,118,68,504,254,511
Pennsylvania,West Leechburg borough,17,11,39,51,63
Pennsylvania,Trafford borough,52,29,181,153,94
Pennsylvania,Smithton borough,11,0,17,40,23
Pennsylvania,Seward borough,6,0,4,20,30
Pennsylvania,North Irwin borough,11,17,52,51,38
Pennsylvania,New Stanton borough,43,28,110,134,133
Pennsylvania,New Florence borough,6,12,40,29,47
Pennsylvania,Lawson Heights,27,19,152,139,35
Pennsylvania,Grapeville,0,0,8,5,10
Pennsylvania,Penn Wynne,200,62,294,214,341
Pennsylvania,Hopewell borough,6,0,24,28,9
Pennsylvania,Eldred borough,6,7,13,37,26
Pennsylvania,Lewis Run borough,11,2,34,22,33
Pennsylvania,Curtisville,0,0,35,51,20
Pennsylvania,Coraopolis borough,31,8,255,297,226
Pennsylvania,Churchill borough,9,26,136,155,115
Pennsylvania,Castle Shannon borough,64,90,310,476,227
Pennsylvania,Bellevue borough,74,32,296,143,140
Pennsylvania,Paradise,46,0,49,30,45
Pennsylvania,Brodheadsville,0,0,30,58,92
Pennsylvania,Swissvale borough,103,88,210,326,286
Pennsylvania,Mayfield borough,12,18,79,108,117
Pennsylvania,Hatfield borough,65,85,185,203,129
Pennsylvania,Mount Wolf borough,10,0,101,148,100
Pennsylvania,Kane borough,78,104,182,141,184
Pennsylvania,Tyrone borough,73,130,262,195,128
Pennsylvania,Confluence borough,8,0,16,25,29
Pennsylvania,West Homestead borough,61,15,34,41,95
Pennsylvania,Versailles borough,25,0,40,62,78
Pennsylvania,Pine Grove Mills,0,0,0,84,80
Pennsylvania,North Philipsburg,9,0,7,22,5
Pennsylvania,Spring Mills,0,0,5,31,15
Pennsylvania,Rebersburg,9,8,58,75,58
Pennsylvania,Pleasant Gap,84,17,111,185,74
Pennsylvania,Houserville,39,22,45,193,120
Pennsylvania,Maple Glen,128,124,438,354,318
Pennsylvania,Kulpsville,283,42,393,331,290
Pennsylvania,Indian Lake borough,0,0,6,2,29
Pennsylvania,Railroad borough,0,2,11,7,12
Pennsylvania,McClure borough,3,17,69,95,90
Pennsylvania,Susquehanna Trails,52,22,77,60,59
Pennsylvania,Koppel borough,2,8,39,25,13
Pennsylvania,Bridgeport borough,35,85,297,210,75
Pennsylvania,Audubon,242,91,352,461,721
Pennsylvania,McVeytown borough,2,0,19,10,14
Pennsylvania,Kistler borough,4,4,21,25,1
Pennsylvania,Unionville borough,2,0,11,7,22
Pennsylvania,State College borough,281,192,524,490,635
Pennsylvania,Port Matilda borough,8,2,17,18,41
Pennsylvania,West Grove borough,4,10,185,160,171
Pennsylvania,Royalton borough,17,3,70,138,49
Pennsylvania,Progress,67,79,177,618,632
Pennsylvania,Bear Creek Village borough,0,5,16,20,18
Pennsylvania,Chevy Chase Heights,19,14,117,85,7
Pennsylvania,Cherry Tree borough,8,11,9,17,22
Pennsylvania,Strattanville borough,0,8,25,46,43
Pennsylvania,Blawnox borough,30,6,103,58,19
Pennsylvania,Terre Hill borough,3,26,63,79,49
Pennsylvania,Mountville borough,126,12,140,245,150
Pennsylvania,Millersville borough,0,27,124,211,374
Pennsylvania,Denver borough,32,39,177,301,210
Pennsylvania,Punxsutawney borough,79,40,241,282,185
Pennsylvania,Corsica borough,5,12,23,20,23
Pennsylvania,Brockway borough,46,8,108,76,91
Pennsylvania,Green Lane borough,8,0,16,36,23
Pennsylvania,Souderton borough,117,44,426,263,357
Pennsylvania,Youngstown borough,3,1,12,25,7
Pennsylvania,Chambersburg borough,117,315,1050,979,962
Pennsylvania,Snow Shoe borough,7,10,37,48,47
Pennsylvania,Mount Carmel borough,21,91,237,142,189
Pennsylvania,McEwensville borough,0,1,35,10,12
Pennsylvania,Summit Station,0,0,0,0,0
Pennsylvania,Renningers,0,0,30,20,33
Pennsylvania,Pine Grove borough,37,31,147,100,128
Pennsylvania,Lake Wynonah,18,10,99,135,122
Pennsylvania,Gordon borough,4,0,66,89,46
Pennsylvania,Frackville borough,54,33,203,112,202
Pennsylvania,Cressona borough,24,36,83,104,70
Pennsylvania,Platea borough,2,4,22,12,17
Pennsylvania,Three Springs borough,11,21,31,54,38
Pennsylvania,Avonia,44,18,60,34,44
Pennsylvania,Campbelltown,131,28,146,334,246
Pennsylvania,Lansford borough,67,30,197,215,209
Pennsylvania,Waynesboro borough,29,184,665,369,441
Pennsylvania,Schwenksville borough,40,23,92,58,53
Pennsylvania,Horsham,346,123,793,930,480
Pennsylvania,Gilbertsville,79,38,453,278,269
Pennsylvania,Phoenixville borough,221,216,863,584,652
Pennsylvania,Downingtown borough,116,41,372,296,338
Pennsylvania,Coatesville,292,90,899,813,718
Pennsylvania,Chesterbrook,99,100,249,186,104
Pennsylvania,Guilford,32,0,76,213,134
Pennsylvania,Albion borough,12,20,83,58,88
Pennsylvania,Reamstown,27,35,281,155,96
Pennsylvania,Marklesburg borough,5,5,11,9,16
Pennsylvania,Alexandria borough,8,2,20,26,15
Pennsylvania,Shanor-Northvue,76,19,223,272,318
Pennsylvania,Seven Fields borough,49,39,153,151,143
Pennsylvania,Sunbury,175,147,362,522,355
Pennsylvania,Oakland borough,11,7,38,31,50
Pennsylvania,Lanesboro borough,2,4,36,21,11
Pennsylvania,Friendsville borough,0,0,2,6,9
Pennsylvania,Forest City borough,31,14,122,61,41
Pennsylvania,Wyoming borough,31,24,113,57,127
Pennsylvania,Wilkes-Barre,511,437,1725,2315,2266
Pennsylvania,Tunnelhill borough,4,4,10,16,25
Pennsylvania,Southmont borough,54,34,72,111,120
Pennsylvania,South Fork borough,18,13,53,49,42
Pennsylvania,Hastings borough,22,19,81,49,32
Pennsylvania,East Conemaugh borough,3,0,63,85,37
Pennsylvania,Castanea,21,24,42,62,74
Pennsylvania,Nicholson borough,14,10,23,42,38
Pennsylvania,Meshoppen borough,16,4,51,22,17
Pennsylvania,Emporium borough,19,0,58,53,160
Pennsylvania,Fullerton,155,222,907,755,623
Pennsylvania,Dickson City borough,152,61,171,302,251
Pennsylvania,Dalton borough,8,6,45,80,58
Pennsylvania,Fairdale,73,30,123,96,141
Pennsylvania,Kittanning borough,33,32,155,216,121
Pennsylvania,West Sunbury borough,0,7,4,8,6
Pennsylvania,Atlantic,0,0,10,5,4
Pennsylvania,Cambridge Springs borough,14,21,89,80,156
Pennsylvania,Guys Mills,0,0,8,4,6
Pennsylvania,Whitfield,59,42,306,241,187
Pennsylvania,Shoemakersville borough,11,16,45,77,77
Pennsylvania,Laureldale borough,18,35,186,193,128
Pennsylvania,Bernville borough,13,16,54,77,32
Pennsylvania,Akron borough,60,52,277,193,131
Pennsylvania,St. Lawrence borough,42,13,125,113,138
Pennsylvania,North Apollo borough,15,13,44,37,94
Pennsylvania,Leechburg borough,36,38,82,130,73
Pennsylvania,Apollo borough,12,7,42,50,116
Pennsylvania,Paxtang borough,28,17,90,81,71
Pennsylvania,Harrisburg,868,796,2267,2736,2484
Pennsylvania,Huntingdon borough,79,36,176,354,244
Pennsylvania,Pen Argyl borough,34,133,125,205,204
Pennsylvania,Bethlehem,886,900,2933,2947,3011
Pennsylvania,Slatington borough,62,34,190,202,281
Pennsylvania,Troxelville,11,7,31,4,12
Pennsylvania,Selinsgrove borough,48,24,200,201,190
Pennsylvania,Beaver Springs,4,7,29,83,28
Pennsylvania,Clarks Green borough,18,18,64,76,59
Pennsylvania,Carmichaels borough,0,0,5,38,12
Pennsylvania,Landisburg borough,0,3,22,18,11
Pennsylvania,Oakwood,5,0,83,141,141
Pennsylvania,Jefferson borough (Greene County),7,6,8,7,32
Pennsylvania,Saegertown borough,10,1,36,25,44
Pennsylvania,Northampton borough,139,313,614,434,464
Pennsylvania,Paxtonia,70,94,301,318,323
Pennsylvania,Rothsville,0,16,102,152,148
Pennsylvania,Braddock borough,0,18,73,63,104
Pennsylvania,Skyline View,42,24,201,208,196
Pennsylvania,Halifax borough,12,6,68,20,61
Pennsylvania,Rohrsburg,0,0,0,11,10
Pennsylvania,York Springs borough,27,9,87,46,54
Pennsylvania,Lake Meade,27,32,228,153,123
Pennsylvania,Gettysburg borough,84,12,229,384,197
Pennsylvania,Bonneauville borough,58,26,77,77,127
Pennsylvania,Abbottstown borough,12,18,55,33,61
Pennsylvania,Glenolden borough,105,63,269,336,268
Pennsylvania,Boothwyn,66,35,295,209,379
Pennsylvania,Claysburg,0,40,41,12,120
Pennsylvania,Milford borough,10,30,47,27,22
Pennsylvania,Lewisburg borough,52,41,24,105,104
Pennsylvania,Cassandra borough,0,1,19,29,21
Pennsylvania,Wind Gap borough,9,55,98,47,168
Pennsylvania,Walnutport borough,30,40,91,89,69
Pennsylvania,Portland borough,2,0,2,17,18
Pennsylvania,Palmer Heights,20,48,127,251,145
Pennsylvania,Easton,352,349,1203,1373,1232
Pennsylvania,Quarryville borough,64,40,198,165,130
Pennsylvania,Mount Joy borough,83,46,472,294,253
Pennsylvania,Lititz borough,150,142,325,297,419
Pennsylvania,Gap,33,13,196,153,97
Pennsylvania,Applewold borough,8,0,4,11,10
Pennsylvania,Beavertown borough,11,16,71,57,52
Pennsylvania,Alburtis borough,43,16,144,102,172
Pennsylvania,Chicora borough,20,8,55,34,52
Pennsylvania,Ashland borough,58,0,137,145,148
Pennsylvania,Nesquehoning borough,31,10,54,96,204
Pennsylvania,Littlestown borough,58,69,246,240,331
Pennsylvania,Bolivar borough,3,6,18,19,22
Pennsylvania,Rankin borough,9,104,96,105,124
Pennsylvania,Orrstown borough,0,3,13,18,11
Pennsylvania,Arlington Heights,46,42,318,195,332
Pennsylvania,Chalfant borough,9,10,20,35,16
Pennsylvania,East Washington borough,13,6,36,74,93
Pennsylvania,Philipsburg borough,35,7,101,26,106
Pennsylvania,New Salem borough,4,11,33,32,28
Pennsylvania,Petersburg borough,8,5,24,33,16
Pennsylvania,Trevorton,3,37,77,87,48
Pennsylvania,Point Marion borough,0,14,37,40,53
Pennsylvania,Connellsville,102,8,362,470,341
Pennsylvania,North Belle Vernon borough,23,10,48,78,93
Pennsylvania,South New Castle borough,12,0,37,34,50
Pennsylvania,Wyncote,102,0,110,92,123
Pennsylvania,Wolfdale,40,78,28,65,55
Pennsylvania,New Bethlehem borough,4,9,45,59,32
Pennsylvania,Bath borough,45,23,184,169,169
Pennsylvania,Beaver Falls,63,183,339,407,325
Pennsylvania,Edinboro borough,68,43,199,151,189
Pennsylvania,Karns City borough,6,0,3,11,4
Pennsylvania,Port Clinton borough,1,2,14,19,14
Pennsylvania,Ben Avon borough,40,25,95,128,106
Pennsylvania,Robesonia borough,4,19,74,73,78
Pennsylvania,Amity Gardens,35,22,87,157,185
Pennsylvania,Lower Burrell,115,90,415,573,699
Pennsylvania,Delmont borough,66,15,110,102,140
Pennsylvania,Adamsburg borough,0,0,3,4,5
Pennsylvania,Centre Hall borough,16,23,87,72,42
Pennsylvania,Jessup borough,39,104,166,196,283
Pennsylvania,Morrisville,16,0,55,73,82
Pennsylvania,Julian,0,0,7,7,12
Pennsylvania,Clarksville borough,0,0,5,2,5
Pennsylvania,Fayetteville,0,33,118,74,84
Pennsylvania,Timblin borough,0,4,19,19,6
Pennsylvania,Sykesville borough,3,14,44,39,28
Pennsylvania,Summerville borough,0,3,19,33,17
Pennsylvania,Cassville borough,2,0,6,4,7
Pennsylvania,Broad Top City borough,3,0,22,20,28
Pennsylvania,Wyomissing borough,218,74,515,489,392
Pennsylvania,Sinking Spring borough,82,59,184,230,319
Pennsylvania,Shillington borough,99,34,407,216,161
Pennsylvania,Bechtelsville borough,10,12,21,65,82
Pennsylvania,Valley-Hi borough,0,0,0,0,0
