State,City,Nursery-Pre-School,Kindergarten,1st-4th,5th-8th,9th-12th
Pennsylvania,McConnellsburg borough,20,16,77,66,96
Pennsylvania,Orchard Hills,0,0,156,168,107
Pennsylvania,Rutherford,37,89,236,379,270
Pennsylvania,Braddock Hills borough,30,7,49,48,46
Pennsylvania,Oklahoma borough,4,4,22,19,22
Pennsylvania,Vandergrift borough,59,73,341,231,179
Pennsylvania,West Newton borough,45,49,93,129,172
Pennsylvania,Philadelphia,26814,18658,74051,72273,72872
Pennsylvania,Fernville,8,0,5,13,32
Pennsylvania,Briar Creek borough,0,13,30,24,51
Pennsylvania,New Albany borough,0,8,13,7,26
Pennsylvania,Fleetwood borough,45,55,186,248,241
Pennsylvania,Carnot-Moon,116,135,397,391,533
Pennsylvania,Brentwood borough,115,53,366,460,429
Pennsylvania,Cranesville borough,7,4,30,42,34
Pennsylvania,Hughesville borough,23,19,97,152,119
Pennsylvania,Yeagertown,0,0,42,0,29
Pennsylvania,Newton Hamilton borough,6,0,1,9,12
Pennsylvania,Sandy Ridge,0,0,0,0,0
Pennsylvania,Birdsboro borough,81,54,254,316,281
Pennsylvania,Ligonier borough,22,21,30,13,48
Pennsylvania,Greensburg,163,152,543,688,564
Pennsylvania,Ramblewood,19,0,0,34,32
Pennsylvania,South Connellsville borough,20,14,70,96,66
Pennsylvania,Oliver,10,31,228,161,63
Pennsylvania,Hiller,0,0,0,17,34
Pennsylvania,Everson borough,14,12,59,51,40
Pennsylvania,Dawson borough,11,2,39,21,11
Pennsylvania,New Galilee borough,3,0,28,31,12
Pennsylvania,New Brighton borough,83,138,275,220,296
Pennsylvania,Frankfort Springs borough,1,2,11,10,16
Pennsylvania,Bridgewater borough,24,8,64,34,31
Pennsylvania,Hunker borough,1,5,6,5,12
Pennsylvania,Arendtsville borough,17,23,54,91,76
Pennsylvania,Gratz borough,7,15,35,26,49
Pennsylvania,Elizabethville borough,12,13,113,53,92
Pennsylvania,Conashaugh Lakes,11,0,137,198,77
Pennsylvania,Columbus,3,8,40,39,52
Pennsylvania,Colony Park,29,19,18,101,114
Pennsylvania,Hydetown borough,25,8,98,44,44
Pennsylvania,Saxonburg borough,14,9,46,66,19
Pennsylvania,Fairview borough,11,1,8,8,7
Pennsylvania,Connoquenessing borough,7,8,34,10,25
Pennsylvania,Geneva,0,0,5,11,22
Pennsylvania,New Cumberland borough,91,117,276,268,364
Pennsylvania,Sharon,160,87,595,563,729
Pennsylvania,Fountain Hill borough,37,47,161,226,134
Pennsylvania,Coplay borough,39,39,62,220,128
Pennsylvania,Middleburg borough,10,13,104,53,65
Pennsylvania,Dover borough,38,24,122,112,145
Pennsylvania,Vandling borough,8,5,26,48,38
Pennsylvania,Taylor borough,32,37,235,332,285
Pennsylvania,Olyphant borough,48,23,428,213,198
Pennsylvania,Landingville borough,2,0,10,3,3
Pennsylvania,Klingerstown,0,0,2,2,0
Pennsylvania,Fountain Springs,0,0,0,64,35
Pennsylvania,Brandonville,0,3,20,26,25
Pennsylvania,Branchdale,0,0,21,13,26
Pennsylvania,Auburn borough,8,11,34,21,28
Pennsylvania,Conestoga,0,19,37,93,59
Pennsylvania,Coral,0,0,0,0,0
Pennsylvania,Cornwells Heights,0,21,0,43,106
Pennsylvania,Crenshaw,0,0,23,28,0
Pennsylvania,Newell borough,9,12,32,25,38
Pennsylvania,Ringtown borough,3,0,19,30,36
Pennsylvania,West Wyomissing,26,32,216,229,308
Pennsylvania,Ben Avon Heights borough,7,1,21,26,17
Pennsylvania,Park Forest Village,141,191,423,468,315
Pennsylvania,McKeansburg,0,0,11,12,17
Pennsylvania,Eagleview,9,18,40,116,78
Pennsylvania,Eagle Lake,0,0,0,0,0
Pennsylvania,Dunlo,0,0,0,42,0
Pennsylvania,Dryville,11,0,22,22,26
Pennsylvania,Dry Tavern,0,0,23,27,10
Pennsylvania,Altamont,21,0,29,43,8
Pennsylvania,Douglassville,0,0,0,115,0
Pennsylvania,Dewart,0,0,47,126,99
Pennsylvania,Devon,17,53,140,282,140
Pennsylvania,DeSales University,0,0,0,0,0
Pennsylvania,Defiance,15,13,32,25,13
Pennsylvania,Deer Lake,34,0,101,0,12
Pennsylvania,Dauberville,18,0,15,73,86
Pennsylvania,Dalmatia,0,4,11,17,34
Pennsylvania,Cumbola,0,0,13,11,18
Pennsylvania,Crucible,56,0,0,0,0
Pennsylvania,Crown,0,8,22,11,6
Pennsylvania,Cross Creek,0,3,3,15,3
Pennsylvania,Dorneyville,20,38,239,185,197
Pennsylvania,Penn borough,4,0,29,22,38
Pennsylvania,Lake City borough,82,26,157,239,187
Pennsylvania,Mount Pocono borough,27,47,272,237,102
Pennsylvania,Gold Key Lake,0,16,97,113,85
Pennsylvania,Glenshaw,139,76,316,265,331
Pennsylvania,Gibsonia,50,33,106,168,63
Pennsylvania,Georgetown CDP (Luzerne County),34,48,112,54,82
Pennsylvania,Georgetown CDP (Lancaster County),12,26,74,76,54
Pennsylvania,Canton borough,5,13,112,71,43
Pennsylvania,Gibraltar,14,11,65,51,6
Pennsylvania,Buckhorn,11,0,18,39,10
Pennsylvania,Newry borough,1,1,12,21,11
Pennsylvania,Warren,60,116,496,398,350
Pennsylvania,Rural Valley borough,11,15,31,26,38
Pennsylvania,Lenape Heights,0,27,0,76,55
Pennsylvania,Ford Cliff borough,4,4,16,25,25
Pennsylvania,Elderton borough,10,0,14,5,21
Pennsylvania,Atwood borough,2,0,3,2,0
Pennsylvania,Penbrook borough,33,60,252,112,100
Pennsylvania,Hershey,166,84,445,830,883
Pennsylvania,Waller,0,0,4,5,0
Pennsylvania,Mainville,0,0,0,0,0
Pennsylvania,Catawissa borough,19,19,92,72,90
Pennsylvania,Windsor borough,6,35,71,79,39
Pennsylvania,Wellsville borough,0,0,5,12,14
Pennsylvania,Weigelstown,89,93,415,591,658
Pennsylvania,Goodville,14,38,28,87,74
Pennsylvania,Gordonville,0,0,0,42,0
Pennsylvania,Gouglersville,0,0,10,6,12
Pennsylvania,Gouldsboro,12,10,10,31,42
Pennsylvania,McKean borough,2,2,32,16,18
Pennsylvania,Jennerstown borough,5,4,35,17,27
Pennsylvania,Catasauqua borough,70,77,289,335,389
Pennsylvania,Ancient Oaks,337,162,529,335,483
Pennsylvania,Port Trevorton,13,15,43,44,41
Pennsylvania,Penns Creek,8,0,3,14,72
Pennsylvania,Hummels Wharf,0,0,88,24,89
Pennsylvania,Hebron,12,0,79,24,21
Pennsylvania,Hawk Run,0,0,50,0,17
Pennsylvania,Haverford College,0,0,0,17,10
Pennsylvania,Harwick,7,6,19,25,22
Pennsylvania,Elgin borough,2,2,5,9,16
Pennsylvania,Harleigh,38,26,36,76,45
Pennsylvania,Grindstone,13,5,31,39,15
Pennsylvania,Grill,40,20,60,54,62
Pennsylvania,Grier City,0,0,0,9,8
Pennsylvania,Greenwood,0,56,113,94,194
Pennsylvania,Greens Landing,0,6,23,48,56
Pennsylvania,Greenock,0,0,35,89,159
Pennsylvania,Greenfields,12,15,38,54,30
Pennsylvania,Grazierville,22,30,80,40,18
Pennsylvania,Grassflat,0,13,54,69,66
Pennsylvania,Granville,0,0,0,43,0
Pennsylvania,Graceton,0,0,0,0,0
Pennsylvania,Hannasville,3,0,15,12,0
Pennsylvania,Hookstown borough,0,10,0,16,12
Pennsylvania,Picture Rocks borough,19,0,53,47,47
Pennsylvania,Conshohocken borough,82,31,150,160,66
Pennsylvania,Highspire borough,41,61,190,139,75
Pennsylvania,Mifflinville,0,41,59,14,5
Pennsylvania,Eyers Grove,0,0,4,0,6
Pennsylvania,Wyalusing borough,0,7,69,18,23
Pennsylvania,Alba borough,0,0,0,9,14
Pennsylvania,Locustdale,0,0,3,7,2
Pennsylvania,Roseto borough,55,14,77,147,127
Pennsylvania,Nazareth borough,78,85,201,283,368
Pennsylvania,Hellertown borough,77,59,270,406,284
Pennsylvania,Wickerham Manor-Fisher,0,16,97,82,120
Pennsylvania,Stockdale borough,8,0,6,0,0
Pennsylvania,Speers borough,7,12,48,38,29
Pennsylvania,Monongahela,37,77,300,185,105
Pennsylvania,Long Branch borough,2,6,10,21,20
Pennsylvania,Cecil-Bishop,44,8,118,90,130
Pennsylvania,Trooper,115,69,198,190,414
Pennsylvania,Dunmore borough,141,34,639,517,621
Pennsylvania,Carbondale,82,103,510,394,286
Pennsylvania,Bentleyville borough,23,17,162,94,115
Pennsylvania,Milroy,27,12,28,50,93
Pennsylvania,Paoli,187,30,191,277,327
Pennsylvania,Elverson borough,3,8,35,25,69
Pennsylvania,Avondale borough,3,9,90,93,121
Pennsylvania,Middletown borough,145,127,395,564,587
Pennsylvania,Birmingham borough,18,2,0,3,0
Pennsylvania,Pitcairn borough,65,33,194,99,210
Pennsylvania,Haysville borough,0,4,4,0,0
Pennsylvania,Dauphin borough,6,15,77,46,32
Pennsylvania,Stillwater borough,1,0,17,8,23
Pennsylvania,Kingston borough,220,184,572,470,697
Pennsylvania,Hughestown borough,10,8,54,48,71
Pennsylvania,Harveys Lake borough,39,51,73,118,57
Pennsylvania,Edwardsville borough,202,29,154,233,221
Pennsylvania,Marietta borough,24,15,110,120,108
Pennsylvania,Adamstown borough,72,26,76,126,151
Pennsylvania,Maytown,29,51,165,417,302
Pennsylvania,Nuremberg,3,10,0,3,21
Pennsylvania,New Ringgold borough,2,7,15,21,9
Pennsylvania,Atglen borough,38,16,104,118,117
Pennsylvania,Hometown,26,0,15,86,86
Pennsylvania,Gilberton borough,10,0,47,28,77
Pennsylvania,Patton borough,20,23,65,47,73
Pennsylvania,Windber borough,40,29,179,157,158
Pennsylvania,Girardville borough,16,7,41,62,72
Pennsylvania,Ursina borough,2,8,27,14,8
Pennsylvania,Stoystown borough,4,3,6,2,13
Pennsylvania,Somerset borough,87,100,215,186,219
Pennsylvania,Rockwood borough,8,2,48,36,35
Pennsylvania,Friedens,11,61,134,102,95
Pennsylvania,Davidsville,0,0,0,11,45
Pennsylvania,West View borough,115,88,301,237,291
Pennsylvania,Heckscherville,0,0,0,4,5
Pennsylvania,St. Clair borough,8,23,158,129,161
Pennsylvania,Pottsville,75,63,872,512,841
Pennsylvania,Port Carbon borough,19,19,109,90,65
Pennsylvania,Hallstead borough,14,8,60,100,49
Pennsylvania,West Pittston borough,35,22,178,171,324
Pennsylvania,Sugar Notch borough,8,6,44,56,41
Pennsylvania,Shickshinny borough,4,12,13,27,46
Pennsylvania,Mountain Top,129,89,419,643,616
Pennsylvania,Larksville borough,96,10,100,186,215
Pennsylvania,Dallas borough,45,25,84,121,179
Pennsylvania,Plymouth borough,120,81,258,344,346
Pennsylvania,Marshallton,32,41,54,69,66
Pennsylvania,Fairview-Ferndale,16,18,94,94,46
Pennsylvania,Latrobe borough,35,99,342,446,318
Pennsylvania,Union Dale borough,0,0,0,3,7
Pennsylvania,East Waterford,0,0,18,4,8
Pennsylvania,Strasburg borough,82,27,125,191,116
Pennsylvania,Pomeroy,0,0,7,18,0
Pennsylvania,Pocono Woodland Lakes,8,62,221,200,155
Pennsylvania,Pocono Springs,20,0,35,76,50
Pennsylvania,Pocono Ranch Lands,19,41,92,75,50
Pennsylvania,Pocono Mountain Lake Estates,0,0,0,0,0
Pennsylvania,Plumsteadville,33,0,116,194,306
Pennsylvania,Pleasant View,11,0,19,19,49
Pennsylvania,Newtown,0,4,2,6,9
Pennsylvania,Deer Lake borough,11,13,31,36,56
Pennsylvania,Spring House,65,12,128,304,317
Pennsylvania,Potlicker Flats,0,0,11,0,0
Pennsylvania,Spring Grove borough,11,30,154,77,98
Pennsylvania,Willow Grove,203,94,666,794,823
Pennsylvania,Shanksville borough,4,3,10,11,17
Pennsylvania,Seltzer,0,0,0,0,0
Pennsylvania,West Hazleton borough,23,14,165,202,270
Pennsylvania,Englewood,0,0,26,0,42
Pennsylvania,Mount Pleasant Mills,0,6,23,40,12
Pennsylvania,Kreamer,6,12,29,13,32
Pennsylvania,Freeburg borough,0,1,22,25,34
Pennsylvania,Scranton,1180,779,3753,3356,3569
Pennsylvania,East Vandergrift borough,8,7,43,39,50
Pennsylvania,Avonmore borough,27,7,86,53,46
Pennsylvania,Turtle Creek borough,108,10,180,224,502
Pennsylvania,Thornburg borough,15,3,19,12,24
Pennsylvania,Wyndmoor,74,75,251,217,385
Pennsylvania,Pennsbury Village borough,13,13,2,8,12
Pennsylvania,Ingram borough,55,11,84,117,108
Pennsylvania,Numidia,7,6,6,30,11
Pennsylvania,McKeesport,97,270,856,744,996
Pennsylvania,Nixon,6,8,17,14,75
Pennsylvania,Lewisberry borough,1,4,27,13,49
Pennsylvania,Glen Rock borough,71,68,160,133,91
Pennsylvania,East Prospect borough,10,26,76,93,55
Pennsylvania,Wellsboro borough,17,25,125,131,61
Pennsylvania,Tioga borough,16,12,57,54,34
Pennsylvania,Starrucca borough,0,8,1,12,25
Pennsylvania,Hawley borough,4,3,56,93,44
Pennsylvania,Lincoln borough,14,8,34,32,24
Pennsylvania,Lawrenceville borough,7,2,21,45,41
Pennsylvania,Athens borough,45,25,127,197,272
Pennsylvania,Valley View CDP (York County),34,32,95,150,142
Pennsylvania,Village Green-Green Ridge,79,56,312,543,533
Pennsylvania,Bridgeville borough,31,22,174,193,252
Pennsylvania,Dravosburg borough,22,7,52,28,83
Pennsylvania,Edgeworth borough,17,23,125,134,117
Pennsylvania,Glassport borough,122,24,130,165,90
Pennsylvania,Heidelberg borough,19,2,60,48,45
Pennsylvania,Liberty borough (Allegheny County),21,10,76,95,126
Pennsylvania,Verona borough,47,22,105,138,150
Pennsylvania,West Elizabeth borough,0,0,83,38,30
Pennsylvania,Benson borough,0,0,7,13,28
Pennsylvania,Blain borough,0,1,20,28,14
Pennsylvania,Bloomfield borough,24,51,106,47,22
Pennsylvania,New Buffalo borough,2,0,1,8,0
Pennsylvania,Westover borough,0,2,6,30,11
Pennsylvania,West Hamburg,12,35,100,52,134
Pennsylvania,Westland,0,0,0,28,0
Pennsylvania,West Milton,0,9,45,26,72
Pennsylvania,West Nanticoke,5,0,12,0,8
Pennsylvania,Weston,0,0,0,5,0
Pennsylvania,West Pittsburg,12,0,20,29,16
Pennsylvania,West Waynesburg,0,0,0,0,0
Pennsylvania,Westwood,37,27,53,56,0
Pennsylvania,White Mills,47,16,70,68,31
Pennsylvania,Rose Valley borough,23,8,44,41,58
Pennsylvania,Prospect Park borough,134,168,447,126,396
Pennsylvania,Shinglehouse borough,24,6,68,17,67
Pennsylvania,Eddystone borough,61,72,197,117,149
Pennsylvania,Sandy,0,0,62,101,99
Pennsylvania,Chalfont borough,40,83,163,298,146
Pennsylvania,Hulmeville borough,0,10,52,74,37
Pennsylvania,Ivyland borough,15,23,97,90,73
Pennsylvania,Richboro,74,26,201,317,520
Pennsylvania,Thompsontown borough,14,15,21,25,38
Pennsylvania,Indiana borough,133,32,291,307,321
Pennsylvania,Duryea borough,112,50,355,284,128
Pennsylvania,East Berwick,11,28,81,134,47
Pennsylvania,Exeter borough,57,107,258,251,153
Pennsylvania,Glen Lyon,0,8,55,78,78
Pennsylvania,Wiconsico,18,12,45,75,24
Pennsylvania,Pittston,174,54,375,354,416
Pennsylvania,White Haven borough,14,15,72,53,32
Pennsylvania,Little Meadows borough,0,0,2,4,7
Pennsylvania,Thompson borough,9,5,17,13,22
Pennsylvania,Oil City,176,133,607,462,582
Pennsylvania,Sugarcreek borough,102,36,159,136,178
Pennsylvania,Utica borough,4,3,1,2,1
Pennsylvania,Schlusser,53,34,221,180,166
Pennsylvania,Butler,286,187,668,626,667
Pennsylvania,Callery borough,11,3,13,23,16
Pennsylvania,East Butler borough,5,0,35,68,38
Pennsylvania,Mars borough,22,15,69,43,67
Pennsylvania,Swoyersville borough,44,44,167,143,118
Pennsylvania,Dicksonville,34,0,85,79,80
Pennsylvania,Wilcox,10,0,21,11,0
Pennsylvania,Winfield,3,3,34,65,31
Pennsylvania,Folcroft borough,243,64,362,272,231
Pennsylvania,Media borough,94,27,121,107,163
Pennsylvania,Forest Hills borough,48,99,246,274,171
Pennsylvania,Fox Chapel borough,114,62,334,493,540
Pennsylvania,Green Tree borough,33,82,146,178,175
Pennsylvania,Munhall borough,123,63,330,604,509
Pennsylvania,Oakdale borough,23,9,40,61,73
Pennsylvania,Pleasant Hills borough,129,138,316,242,340
Pennsylvania,Port Vue borough,67,40,119,97,174
Pennsylvania,Sewickley borough,78,49,172,287,223
Pennsylvania,Delano,4,0,12,3,2
Pennsylvania,Upper St. Clair,455,229,1097,1405,1476
Pennsylvania,New Philadelphia borough,6,15,27,77,46
Pennsylvania,Shenandoah Heights,19,21,78,115,52
Pennsylvania,Elysburg,4,0,77,67,74
Pennsylvania,Milton borough,32,27,258,308,489
Pennsylvania,Turbotville borough,10,9,23,27,27
Pennsylvania,Boyertown borough,38,69,173,187,164
Pennsylvania,Hamburg borough,46,74,157,178,227
Pennsylvania,Leesport borough,39,14,174,95,94
Pennsylvania,Mount Penn borough,7,33,193,209,206
Pennsylvania,Reiffton,64,67,124,262,338
Pennsylvania,West Reading borough,38,28,177,120,210
Pennsylvania,Yoe borough,12,9,120,35,63
Pennsylvania,Greenville borough,105,98,240,283,210
Pennsylvania,Thompsonville,94,36,89,153,179
Pennsylvania,Roaring Spring borough,70,38,122,116,181
Pennsylvania,Witmer,0,5,16,11,0
Pennsylvania,Wyano,0,0,33,29,0
Pennsylvania,Wylandville,0,0,9,0,7
Pennsylvania,Yorklyn,12,27,38,56,115
Pennsylvania,Yukon,0,0,0,0,0
Pennsylvania,Blue Ball,15,0,33,31,13
Pennsylvania,Blue Ridge Summit,0,0,14,21,77
Pennsylvania,Bobtown,8,7,30,38,30
Pennsylvania,Boston,0,0,0,17,0
Pennsylvania,Bowers,0,0,16,7,0
Pennsylvania,Bowmansville,0,12,85,123,130
Pennsylvania,Wind Ridge,9,0,0,11,3
Pennsylvania,Bradenville,17,7,6,14,0
Pennsylvania,Breinigsville,220,126,429,382,357
Pennsylvania,Bressler,26,34,177,90,34
Pennsylvania,Brittany Farms-The Highlands,78,35,177,158,195
Pennsylvania,Brownstown,14,32,98,71,56
Pennsylvania,Browntown,16,8,14,31,18
Pennsylvania,Ardmore,337,191,556,522,592
Pennsylvania,Harleysville,110,71,381,589,578
Pennsylvania,Drexel Hill,765,429,1267,1212,1444
Pennsylvania,Jefferson borough (York County),8,7,32,35,11
Pennsylvania,Parkville,51,242,530,296,425
Pennsylvania,Seven Valleys borough,6,8,32,24,14
Pennsylvania,Brave,5,3,11,0,9
Pennsylvania,Womelsdorf borough,48,35,126,140,218
Pennsylvania,Blairsville borough,53,19,158,128,116
Pennsylvania,Stormstown,51,46,136,196,172
Pennsylvania,Beech Mountain Lakes,25,14,26,100,107
Pennsylvania,Bethel,0,0,30,30,30
Pennsylvania,Big Bass Lake,32,18,59,50,79
Pennsylvania,Bigler,0,21,19,0,21
Pennsylvania,Birchwood Lakes,0,33,48,89,142
Pennsylvania,Bird-in-Hand,8,16,7,23,107
Pennsylvania,Blandburg,3,3,12,35,49
Pennsylvania,Blandon,28,65,423,464,244
Pennsylvania,Wagner,19,0,16,7,0
Pennsylvania,Wakefield,10,0,56,37,40
Pennsylvania,Wallenpaupack Lake Estates,0,0,0,34,114
Pennsylvania,Walnuttown,9,0,53,6,47
Pennsylvania,Wanamie,0,8,33,30,39
Pennsylvania,Washington Boro,0,0,71,52,71
Pennsylvania,Waverly,24,27,11,15,7
Pennsylvania,Webster,15,0,15,0,0
Pennsylvania,Weedville,0,0,17,10,25
Pennsylvania,Wescosville,155,71,197,434,410
Pennsylvania,West Alexander,0,0,0,13,14
Pennsylvania,West Decatur,0,7,22,34,30
Pennsylvania,West Falls,8,0,5,5,22
Pennsylvania,Great Bend borough,20,5,52,46,49
Pennsylvania,Stockertown borough,24,13,81,62,85
Pennsylvania,Beaverdale,14,5,44,87,48
Pennsylvania,Bear Rocks,10,19,9,11,10
Pennsylvania,Berwyn,40,16,209,303,243
Pennsylvania,Baumstown,38,22,39,49,47
Pennsylvania,Aaronsburg CDP (Washington County),0,0,0,0,0
Pennsylvania,Ackermanville,14,0,71,44,34
Pennsylvania,Albrightsville,0,0,0,22,36
Pennsylvania,Alfarata,0,0,0,0,29
Pennsylvania,Alleghenyville,34,16,14,14,127
Pennsylvania,Allenport,0,6,63,47,12
Pennsylvania,Allensville,0,0,32,26,19
Pennsylvania,Allenwood,3,0,0,8,14
Pennsylvania,Allison,0,15,23,25,8
Pennsylvania,Allison Park,483,206,921,1128,1146
Pennsylvania,Allport,0,0,0,21,46
Pennsylvania,East Brady borough,6,19,59,30,52
Pennsylvania,Alsace Manor,0,0,14,11,32
Pennsylvania,Arnold City,11,0,0,0,0
Pennsylvania,Arnot,10,4,31,24,10
Pennsylvania,Atkinson Mills,0,0,12,5,4
Pennsylvania,Atlas,0,0,0,0,23
Pennsylvania,Atlasburg,33,6,42,16,44
Pennsylvania,Avella,23,22,39,75,21
Pennsylvania,Baileyville,0,0,0,0,0
Pennsylvania,Bainbridge,27,9,87,88,128
Pennsylvania,Bairdford,8,0,0,132,26
Pennsylvania,Bakerstown,18,78,134,142,62
Pennsylvania,Barrville,0,0,24,0,24
Pennsylvania,Arcadia University,0,0,0,0,0
Pennsylvania,Mexico,15,23,5,5,16
Pennsylvania,Flemington borough,20,5,53,100,83
Pennsylvania,Ferndale borough,31,23,88,116,66
Pennsylvania,Cherryville,0,0,18,72,159
Pennsylvania,Cheyney University,0,0,0,0,0
Pennsylvania,Chinchilla,18,18,166,106,103
Pennsylvania,Church Hill,28,7,67,46,45
Pennsylvania,Churchtown,0,25,8,79,20
Pennsylvania,Clay,0,92,139,102,75
Pennsylvania,Clinton,0,18,15,18,56
Pennsylvania,Cochranville,0,11,62,26,71
Pennsylvania,Collinsburg,14,0,10,0,26
Pennsylvania,Riceville,0,0,0,3,3
Pennsylvania,Susquehanna Depot borough,18,38,59,66,74
Pennsylvania,Clarendon borough,6,2,21,21,23
Pennsylvania,Canadohta Lake,2,4,16,20,17
Pennsylvania,Meadowood,90,14,160,50,47
Pennsylvania,Greensboro borough,11,6,15,7,22
Pennsylvania,Kratzerville,6,4,25,0,9
Pennsylvania,Sandy Lake borough,5,4,24,37,36
Pennsylvania,New Castle,343,214,1145,907,1099
Pennsylvania,Chest Springs borough,4,4,19,2,17
Pennsylvania,St. Marys,158,146,553,539,461
Pennsylvania,South Park Township,131,146,548,609,732
Pennsylvania,Tipton,0,0,58,77,60
Pennsylvania,Norristown borough,503,637,2182,2013,1583
Pennsylvania,Chase,12,9,13,24,37
Pennsylvania,Chalkhill,0,0,0,0,0
Pennsylvania,Chewton,0,3,0,10,13
Pennsylvania,Cementon,13,30,49,55,154
Pennsylvania,Scalp Level borough,9,10,27,30,30
Pennsylvania,Burnside borough,4,2,13,7,12
Pennsylvania,Curwensville borough,23,38,74,147,93
Pennsylvania,Newburg borough (Clearfield County),0,0,3,1,0
Pennsylvania,Ramey borough,7,3,27,13,24
Pennsylvania,Royersford borough,59,58,253,294,239
Pennsylvania,Sanatoga,180,94,481,404,534
Pennsylvania,Malvern borough,163,12,199,133,231
Pennsylvania,Modena borough,65,4,121,31,46
Pennsylvania,Patterson Heights borough,2,14,19,16,47
Pennsylvania,Shippingport borough,0,4,6,4,8
Pennsylvania,Brownstown borough,13,3,31,49,52
Pennsylvania,Dunbar borough,17,28,65,67,53
Pennsylvania,Waterford borough,5,6,55,67,56
Pennsylvania,Exton,93,55,164,192,285
Pennsylvania,Schaefferstown,0,39,119,21,31
Pennsylvania,Buffington,0,0,0,0,0
Pennsylvania,Bulger,0,7,27,36,0
Pennsylvania,Byrnedale,15,0,61,50,29
Pennsylvania,Cairnbrook,5,8,61,42,26
Pennsylvania,Caln,40,0,49,60,50
Pennsylvania,Calumet,27,28,59,82,70
Pennsylvania,Cashtown,0,0,12,12,0
Pennsylvania,Cedar Crest,0,0,50,13,23
Pennsylvania,Corry,124,74,282,199,179
Pennsylvania,Tower City borough,23,22,65,69,85
Pennsylvania,Coalport borough,3,6,3,29,26
Pennsylvania,DuBois,95,37,365,349,387
Pennsylvania,Hyde Park,71,48,120,175,236
Pennsylvania,Hunterstown,33,0,0,0,0
Pennsylvania,Hudson,24,0,36,48,16
Pennsylvania,Hublersburg,16,0,0,0,0
Pennsylvania,Hostetter,9,0,25,24,13
Pennsylvania,Hopeland,0,0,9,9,25
Pennsylvania,Holiday Pocono,0,0,44,12,36
Pennsylvania,Hilldale,0,0,0,66,136
Pennsylvania,Hickory Hills,0,0,43,45,13
Pennsylvania,Hickory,10,24,76,43,65
