None,High_School,Associates,Bachelors,Graduate,Europe,Asia,Africa,Oceania,Americas,Never_Married,Married,Divorced,Separated,Widowed,Female,Male,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Pacific_Islander,Hispanic_Latino,White,Other,Two_or_More,Median_Income,Unemployment,Population,Nursery_Pre-School,Kindergarten,1st_4th,5th_8th,9th_12th,Violent_Crime
94,506,568,326,109,0.0,13,0,0,0,22.279,44.322,113,9,125,50.02,1272,9,9,21,0,112,2361,45,33,33967,2.043,2545,83,48,117,5.265,175,0.236
81,209,178,74,30,0.0,0,0,0,0,23.861,33.11,104,10,73,56.434,325,0,137,0,0,22,568,4,24,23237,6.702,746,19,15,36,3.887,16,0.268
41,436,722,455,112,0.0,12,0,0,0,28.146,36.115,281,0,33,50.581,1445,70,15,12,0,87,2579,0,161,35351,3.283,2924,37,53,264,6.156,148,0.068
40,129,193,26,22,0.0,1,0,0,0,19.2,30.24,115,16,50,50.24,311,0,17,1,0,0,561,0,46,19830,5.92,625,32,10,39,5.12,20,0.0
427,1778,1622,622,231,0.0,0,0,0,0,21.882,40.446,819,10,452,50.249,3299,108,22,0,0,505,5994,55,21,28233,1.086,6631,93,122,385,4.781,317,0.121
20,587,531,431,169,0.0,0,0,0,0,13.945,62.581,200,14,104,49.479,1018,0,1,0,0,15,1994,0,5,31522,0.496,2015,30,6,41,0.794,71,0.0
125,541,430,177,103,0.0,8,10,0,0,23.942,39.718,192,13,121,51.966,953,21,3,8,0,41,1900,0,11,31315,2.571,1984,61,16,57,6.754,100,0.151
816,3142,4997,5371,2395,0.0,700,129,0,0,23.648,43.096,2138,130,681,50.95,12752,635,111,919,0,2172,21493,215,832,42440,1.173,25998,576,369,1754,5.55,1880,0.081
226,650,916,318,89,0.0,7,1,0,0,19.248,39.89,318,20,308,52.268,1473,193,2,26,0,116,2767,14,0,25481,0.616,3086,67,60,185,4.601,146,0.032
139,359,288,92,74,0.0,61,0,0,0,16.119,44.461,121,15,117,53.629,607,0,14,61,0,105,1095,0,34,28585,0.84,1309,44,22,81,3.285,41,0.0
33,146,282,248,80,0.0,0,0,0,0,11.518,59.096,128,6,32,47.901,484,0,0,0,2,6,921,0,0,38621,2.26,929,15,13,29,2.045,13,0.108
593,2519,5112,5141,2047,0.0,853,204,0,0,18.623,45.97,1694,128,621,50.232,11887,1166,0,1131,0,758,20135,137,739,45516,1.859,23885,613,370,1652,6.829,1456,0.067
1511,6561,12042,14309,5430,0.0,2290,617,0,0,20.138,47.732,3651,224,1471,49.959,31270,1551,74,3377,47,2986,52814,1119,1792,48285,1.491,62489,1380,824,3620,7.022,4777,0.062
1599,6774,13640,15804,8129,0.0,3707,2297,0,0,24.497,44.814,5554,380,1742,51.384,32263,5523,202,5328,106,3325,50062,991,2119,45661,2.199,66363,849,927,3310,5.319,3678,0.089
166,582,581,228,82,0.0,0,0,0,0,20.816,36.23,258,8,138,51.53,1283,24,0,0,0,31,2538,3,54,31059,1.133,2647,45,79,213,6.536,206,0.151
1214,5552,8674,6588,2449,0.0,1141,675,0,0,34.146,36.846,2406,282,1475,50.839,20842,1807,641,560,3,2014,36400,243,1326,27713,1.663,42395,666,515,2083,4.229,1820,0.144
523,3319,3863,1324,622,0.0,162,33,0,0,25.472,40.066,1379,126,772,49.38,7027,77,54,180,0,596,12807,173,215,32682,1.592,13882,123,357,553,4.164,491,0.202
135,411,429,171,48,0.0,0,0,0,0,24.624,34.301,211,16,181,55.86,821,2,0,0,0,170,1680,0,8,28630,1.72,1860,80,27,85,5.269,161,0.108
56,202,176,66,26,0.0,4,0,0,0,22.177,34.83,87,2,75,51.02,360,12,7,4,0,6,706,0,6,26953,1.905,735,5,17,44,6.395,31,0.0
1223,3509,5005,2803,744,0.0,337,69,3,0,28.999,35.876,2042,105,847,51.126,9900,555,151,418,0,2979,15143,1224,1470,32506,2.246,20256,393,292,1060,5.352,1099,0.227
280,914,1047,485,73,0.0,71,0,0,0,21.876,40.858,456,50,253,50.636,1979,101,0,78,0,618,3087,93,107,27583,1.871,4009,67,28,199,5.338,250,0.05
30,357,667,456,154,0.0,0,0,0,0,12.885,54.49,148,26,84,48.677,1183,0,0,5,0,9,2287,0,4,34720,2.256,2305,17,37,154,6.377,108,0.043
92,304,428,278,79,0.0,0,0,0,0,20.883,40.831,111,14,85,50.442,954,12,115,0,0,59,1711,0,28,40022,1.403,1925,60,9,168,6.13,57,0.104
190,799,1315,714,201,0.0,85,0,0,0,23.397,44.746,296,102,75,48.444,2468,40,124,102,0,56,4416,0,81,39531,1.044,4787,146,79,428,3.133,301,0.188
33,300,211,154,61,0.0,2,1,0,0,23.764,45.817,64,1,89,52.662,498,4,0,2,0,47,998,0,2,41132,0.57,1052,23,21,39,2.471,47,0.0
2296,3103,4369,1709,774,0.0,315,1304,6,0,26.975,36.558,1375,262,1009,51.132,9587,1996,110,304,0,4396,12657,1327,413,25457,1.993,19618,199,207,1254,5.719,1094,0.28
242,570,523,218,86,0.0,5,0,0,0,24.038,34.755,260,10,121,47.547,1390,0,9,5,0,610,2021,194,5,31576,2.491,2650,82,83,97,7.17,121,0.0
36,543,717,940,430,0.0,76,101,0,0,11.034,50.391,198,0,48,50.391,2284,144,0,104,0,0,4311,0,45,56526,0.5,4604,127,185,291,8.558,258,0.043
47,326,477,398,170,0.0,18,0,0,0,18.947,54.93,173,8,68,45.328,1059,0,2,18,0,20,1889,0,28,32034,0.413,1937,9,13,73,4.801,114,0.052
63,432,543,292,156,0.0,5,0,0,0,23.004,38.627,210,0,150,50.472,1154,24,5,5,0,25,2263,0,8,27480,1.03,2330,9,35,141,6.137,111,0.0
102,433,948,1127,862,0.0,71,85,0,0,17.131,48.938,536,21,323,54.205,2069,232,0,90,0,0,4145,0,51,45893,1.394,4518,76,51,178,5.799,198,0.133
21,173,280,125,71,0.0,11,0,0,0,24.013,45.998,87,0,34,50.694,462,25,0,11,0,15,866,0,20,36683,2.775,937,18,13,37,6.724,30,0.0
51,218,303,76,24,0.0,3,0,0,0,22.985,39.204,118,4,26,45.871,544,0,0,3,0,61,941,0,12,30811,0.597,1005,16,19,58,5.97,46,0.0
418,2461,3957,3928,2251,0.0,74,7,0,0,24.125,42.262,1883,106,665,49.219,9788,505,43,125,0,485,17693,36,544,39777,1.655,19275,341,281,1014,6.636,1302,0.093
303,1425,1045,484,175,0.0,38,15,0,0,24.94,38.289,454,40,264,51.099,2447,65,280,33,0,189,4396,126,53,26532,1.199,5004,147,44,317,4.836,261,0.3
44,167,138,10,8,0.0,0,0,0,0,25.696,29.336,81,14,40,51.178,228,0,3,0,0,12,445,0,7,21797,5.139,467,7,5,26,4.283,21,0.0
116,569,488,139,46,0.0,4,11,0,0,25.23,39.479,180,9,119,55.516,871,50,11,5,0,147,1730,58,15,32443,1.685,1958,12,28,99,8.121,127,0.051
572,2846,3624,2350,741,0.0,85,8,0,0,22.334,42.642,1429,158,350,52.355,7667,100,9,126,0,250,15520,29,94,32972,2.803,16092,314,199,1192,5.257,1034,0.106
63,262,300,64,23,0.0,6,0,0,0,22.401,42.155,86,15,80,52.457,503,0,0,6,0,17,1023,3,9,31445,0.473,1058,10,25,45,5.009,60,0.095
1513,5927,8134,6396,2261,0.0,1313,425,0,0,23.647,42.285,3493,327,1411,50.109,17560,1630,35,1824,0,4092,26846,2143,949,38717,2.347,35197,400,560,1555,6.43,1934,0.256
148,378,316,93,39,0.0,7,0,0,0,25.99,32.314,166,17,112,51.286,701,13,41,7,0,53,1303,26,22,25840,1.251,1439,27,44,66,5.003,77,0.486
120,326,341,107,46,0.0,16,0,0,0,17.427,40.688,164,11,111,50.561,661,1,8,16,0,10,1236,0,76,26558,1.645,1337,37,45,74,3.59,51,0.299
89,168,160,32,7,0.0,0,0,0,0,17.692,37.538,68,5,74,55.231,291,12,25,0,0,53,547,53,13,30603,0.615,650,20,0,25,8.615,33,0.154
115,285,273,46,17,0.0,8,0,0,0,18.129,41.659,115,10,92,46.673,553,15,3,18,0,140,849,129,15,26625,1.35,1037,12,12,55,3.761,24,0.289
1643,4582,4321,1487,594,0.0,309,91,0,0,23.712,39.119,1945,183,1300,52.581,8387,367,98,478,16,2461,14141,326,357,26236,2.753,17687,275,227,816,4.687,834,0.147
81,288,376,163,81,0.0,3,0,0,0,18.24,45.28,135,20,64,49.894,706,0,4,6,0,42,1353,0,4,30504,0.994,1409,35,15,86,6.813,58,0.142
684,2225,3834,2916,1009,0.0,306,122,0,0,29.428,36.852,1441,70,737,50.975,7092,1694,83,426,0,1017,10372,422,872,35277,2.558,14466,198,168,792,4.832,631,0.339
159,644,886,320,139,0.0,32,28,21,0,22.995,40.608,298,27,309,54.778,1235,155,0,47,21,80,2387,27,41,32268,1.758,2731,44,24,61,3.186,74,0.037
1333,3891,4569,3650,1037,0.0,517,1469,0,0,25.203,38.137,1736,215,1439,53.049,9823,4335,133,693,0,1702,13247,457,955,30644,2.27,20922,394,228,1110,4.488,896,0.067
932,5160,10025,14358,9046,0.0,1927,1145,0,0,22.025,46.123,5057,458,2578,51.979,25233,2718,107,2231,13,1029,45238,252,1204,47167,1.922,52546,1155,666,2243,4.487,2401,0.053
1095,7231,14436,16819,9126,0.0,3341,1241,0,0,18.138,50.183,5331,363,1837,51.899,33464,3469,216,4995,0,1216,58038,471,1742,50900,1.555,69571,1500,821,3779,5.514,4248,0.063
798,2747,3782,4017,1617,0.0,1513,1218,0,0,33.552,33.077,1820,178,624,50.65,9031,3824,130,1610,0,1822,10464,738,504,36510,2.574,18300,217,228,1086,4.169,764,0.175
335,2106,4449,5777,3856,0.0,571,152,0,0,23.254,46.209,1906,102,1349,53.553,9923,1331,142,738,12,405,18027,87,715,45867,1.638,21364,341,197,888,3.571,788,0.103
177,972,1101,966,490,0.0,86,0,0,0,15.382,56.114,247,21,107,45.763,2976,75,0,163,0,772,4429,254,56,41993,1.276,5487,150,53,316,6.889,335,0.036
379,3499,6109,4320,2084,0.0,571,852,0,0,19.646,48.595,1597,87,686,51.646,11836,2090,12,651,0,628,20490,89,641,43336,1.728,24478,343,479,1320,5.67,1559,0.106
204,539,650,209,92,0.0,6,0,0,0,19.58,43.52,167,11,190,51.191,1209,16,0,6,0,340,2108,208,49,27489,2.14,2477,64,15,171,5.369,89,0.161
104,203,316,64,22,0.0,0,0,0,0,20.697,44.378,127,7,63,49.453,508,3,0,0,0,137,860,132,5,30587,1.294,1005,11,10,24,6.866,88,0.0
447,1060,863,362,116,0.0,13,0,0,0,23.297,40.963,310,0,274,51.453,2138,66,12,13,0,324,3952,176,37,29625,0.545,4404,147,134,182,3.474,190,0.182
2702,5743,4999,1923,924,0.0,458,1643,0,0,27.814,36.021,2505,329,1230,45.81,12849,2943,201,600,25,2858,16868,1237,493,29363,2.155,23711,284,467,1239,5.175,1215,0.325
291,1739,3988,3316,1412,0.0,321,210,0,0,22.499,42.012,1311,91,568,49.953,8546,389,0,724,0,385,15353,111,263,40054,1.423,17076,373,398,1032,6.53,1187,0.064
494,759,822,252,91,0.0,0,0,0,0,21.051,43.423,290,7,223,51.513,1762,0,0,0,0,765,2818,50,9,30956,1.569,3634,11,73,238,7.512,278,0.055
26164,39264,48732,44889,31543,0.0,33127,13450,18,0,35.711,30.175,24952,4223,9248,50.691,149289,48592,2758,55669,86,28923,155476,8713,15256,28646,3.071,302760,4556,4307,16912,5.657,16196,0.641
42,130,114,39,11,0.0,0,0,0,0,10.557,46.065,36,9,19,50.864,256,0,0,0,0,57,464,55,0,31313,0.0,521,35,2,41,9.021,24,0.0
441,2122,3051,2615,2184,0.0,564,233,0,0,41.158,33.15,1308,145,814,53.035,9495,514,55,644,14,1769,16751,810,485,21086,2.345,20217,299,213,882,4.145,711,0.138
87,547,1364,681,560,0.0,82,274,0,0,46.065,26.549,284,57,105,60.796,2720,162,41,113,0,79,6460,7,103,21654,1.975,6938,151,135,464,4.627,157,0.058
152,530,478,220,56,0.0,3,0,0,0,18.725,41.135,243,4,218,52.49,954,21,0,3,0,38,1946,7,0,27765,0.946,2008,28,18,110,4.582,92,0.199
322,1320,1079,246,125,0.0,53,0,0,0,28.072,27.818,660,30,296,57.161,2022,16,9,83,13,131,4300,22,231,25861,1.568,4720,81,138,297,2.669,275,0.127
105,240,284,93,7,0.0,0,0,0,0,21.578,45.754,162,3,42,50.05,500,21,8,0,0,26,925,5,34,21875,4.695,1001,6,4,30,3.596,59,0.0
773,3247,4250,4967,2548,0.0,1058,958,0,0,23.378,42.939,1805,293,1104,52.371,10745,2382,59,1273,3,1363,16990,570,669,37164,2.371,22560,266,356,1017,5.222,1045,0.111
2578,7780,9101,5597,3303,0.0,2741,943,0,0,27.269,37.836,3535,411,2280,51.041,19773,3715,239,6041,12,3525,25680,766,1543,34092,2.476,40387,738,377,2141,4.935,1939,0.223
72,213,413,614,589,0.0,273,164,0,0,40.652,34.606,179,30,119,48.329,1299,270,30,301,0,73,1778,16,72,32500,2.267,2514,45,9,80,1.392,48,0.199
503,2203,3207,1317,573,0.0,16,0,0,0,19.767,40.404,1150,70,906,50.978,5461,40,114,87,0,58,10734,0,127,23423,0.969,11140,253,176,950,4.372,342,0.081
53,329,477,228,61,0.0,8,0,0,0,22.633,42.415,171,20,91,53.459,767,4,65,8,0,0,1517,0,54,26667,5.643,1648,10,17,98,5.765,97,0.061
84,359,261,65,25,0.0,14,0,0,0,16.76,35.754,148,4,142,55.028,483,5,0,14,0,0,1035,0,20,22428,2.98,1074,15,26,68,2.7,22,0.0
844,2663,2665,1709,660,0.0,557,244,0,0,27.013,36.898,1195,80,673,50.284,6136,1338,20,1169,0,589,8751,249,497,36365,2.228,12342,271,246,378,2.925,509,0.122
2633,3345,3602,1628,1119,0.0,37,27,0,0,30.268,26.555,1850,752,1457,49.874,9327,11513,0,51,0,1075,5699,248,239,20884,4.67,18607,360,277,1123,5.654,820,0.554
283,440,381,106,89,0.0,0,0,0,0,42.883,18.856,192,78,106,51.259,1065,1696,0,118,0,9,362,0,0,19186,4.348,2185,59,24,115,7.689,88,0.0
576,854,534,118,53,0.0,0,0,0,0,18.972,41.404,274,43,343,54.164,1365,184,0,0,0,4,2790,4,0,18073,2.754,2978,0,48,97,2.586,118,0.0
552,1758,2397,1172,662,0.0,34,0,0,0,21.286,37.004,1146,115,540,50.098,5324,1376,0,56,0,658,8387,13,209,28518,2.493,10669,121,286,624,8.164,829,0.0
3914,6966,9380,3290,2109,0.0,302,16,0,0,27.626,30.485,4476,1109,2460,52.078,18499,24297,44,332,0,825,12972,253,174,21103,3.888,38602,741,741,2157,5.259,1791,0.402
1254,2304,2144,933,506,0.0,26,0,0,0,31.805,29.035,1142,306,664,56.272,4720,6758,0,26,0,0,3998,0,12,21772,5.336,10794,111,83,629,4.289,861,0.306
6512,13662,16490,6510,3548,0.0,718,131,0,0,28.892,29.211,9204,1821,3900,53.156,33526,26608,448,997,6,3761,38159,685,1922,22953,5.279,71570,1375,967,4122,5.133,3302,0.541
620,1072,1253,805,319,0.0,36,0,0,0,30.809,29.262,458,216,410,51.527,3540,3650,0,0,0,55,3562,0,36,24059,0.52,7303,203,221,324,6.518,649,0.0
615,3033,3892,2571,1762,0.0,514,17,0,0,22.398,35.854,2423,216,1100,53.046,8270,1534,3,576,0,1523,13613,283,620,30394,3.429,17613,335,326,965,6.24,1035,0.204
1472,2705,5379,4214,2686,0.0,882,0,0,0,24.658,36.899,2227,276,1379,54.569,11565,10133,51,1173,0,1287,12777,587,277,32811,1.387,25456,726,362,1759,5.731,1077,0.059
3859,8106,10410,4744,2554,0.0,1563,226,0,0,28.309,35.389,4576,637,2430,48.176,23615,9774,124,2105,31,4078,27806,789,1919,24147,3.987,45568,723,463,2369,4.185,1602,0.327
434,585,1359,777,482,0.0,238,0,0,0,27.165,36.691,578,77,241,49.868,2842,1513,28,316,0,62,3534,0,251,23252,6.668,5669,42,123,259,4.816,434,0.106
1151,2890,5979,3839,2469,0.0,121,58,0,0,17.355,46.859,2039,350,1199,53.985,10900,4306,51,116,0,710,18375,150,149,35821,1.326,23688,516,221,970,7.59,1377,0.127
229,367,322,150,87,0.0,15,0,0,0,30.639,31.226,173,11,152,50.913,753,713,0,15,0,19,786,13,1,17857,2.542,1534,15,0,86,6.258,56,0.13
2249,4382,4562,1990,1283,0.0,260,77,9,0,32.63,26.583,2248,509,1266,53.955,10455,15327,90,154,9,597,6359,117,446,20281,3.189,22706,435,291,1735,5.897,1507,0.0
909,1895,1506,546,459,0.0,0,0,0,0,27.124,32.52,904,335,551,53.781,4052,1413,0,6,0,165,6591,75,598,20320,2.635,8767,226,196,359,7.197,284,0.0
2295,5993,5919,1637,887,0.0,244,99,0,0,30.08,30.31,2739,715,1108,52.007,12922,11534,21,276,11,2039,12610,975,459,26430,4.568,26925,466,344,1643,7.305,1396,0.104
753,1689,2886,3700,3481,0.0,665,0,0,0,47.923,28.406,1210,165,775,49.186,11706,5011,82,932,0,527,16262,49,242,22293,4.497,23037,314,207,779,3.412,773,0.0
686,930,1028,240,152,0.0,0,8,0,0,28.844,30.404,463,197,349,50.373,2259,1309,27,0,0,231,2895,0,90,18882,3.713,4552,12,61,232,5.25,253,0.0
1498,2732,4962,1693,1038,0.0,334,29,0,0,24.667,36.923,1832,449,944,49.561,9363,6394,0,663,0,1965,9669,857,124,27366,3.852,18563,699,276,823,6.728,1212,0.334
341,1450,3894,6492,4679,0.0,1067,0,0,0,16.817,51.759,1216,82,1079,52.3,12174,2456,59,1260,0,428,21043,123,163,48844,0.94,25522,731,480,1375,7.217,1707,0.071
52,922,980,481,214,0.0,35,0,0,0,20.461,42.541,287,104,204,58.417,1823,504,0,0,0,12,3868,0,0,30803,1.095,4384,54,74,290,5.999,326,0.0
1060,2715,2723,1072,465,0.0,87,0,0,0,32.562,30.779,948,391,813,54.899,5514,6798,4,160,0,67,5197,0,23,20982,3.296,12226,177,70,734,3.828,826,0.761
461,1878,2737,1563,1042,0.0,47,0,0,0,26.799,37.617,1251,168,287,50.596,5759,7746,28,0,0,37,3810,0,73,37232,1.45,11657,158,280,872,5.207,746,0.154
2244,4500,5341,1429,1010,0.0,109,46,0,0,30.94,29.513,2336,453,1370,51.434,10619,7190,240,158,0,2712,11438,872,389,22712,5.04,21865,490,179,1522,5.625,1140,0.334
841,2949,2951,1103,834,0.0,570,0,0,0,28.712,35.408,1268,172,491,49.553,6826,3153,321,1196,0,255,8225,67,328,25878,3.503,13531,112,216,897,6.23,638,0.111
119,261,169,70,62,0.0,0,0,0,0,25.646,38.192,84,54,71,48.985,553,128,13,0,0,75,859,4,9,18920,1.845,1084,3,9,48,6.458,92,0.0
663,1239,1386,594,289,0.0,0,0,0,0,21.642,29.16,1170,216,416,51.541,3081,915,12,43,0,161,5100,32,194,28682,4.247,6358,62,0,223,9.893,436,0.0
3805,9964,12728,5938,2345,0.0,775,106,0,0,22.861,38.529,5180,1077,2833,52.543,25282,13476,51,1040,18,2755,34625,956,1406,31537,2.45,53274,602,720,3457,6.429,3449,0.128
386,699,643,246,205,0.0,57,0,0,0,36.531,24.727,420,125,329,54.573,1828,838,0,57,7,33,3047,31,42,19306,0.472,4024,45,65,195,4.747,162,0.0
15114,26715,34120,16588,12276,0.0,619,344,0,0,38.925,22.548,15581,5222,8445,53.555,78428,138501,122,664,53,2092,26850,470,989,21762,5.651,168862,3186,2624,9886,5.658,9368,0.0
187,166,196,72,50,0.0,0,0,0,0,35.214,20.88,105,56,102,53.725,410,777,13,0,0,13,96,0,0,18594,0.451,886,11,0,41,7.111,33,1.919
223,792,1042,417,155,0.0,10,0,0,0,19.797,43.761,287,15,277,51.41,1912,98,0,10,0,0,3821,0,6,32823,3.355,3935,72,13,197,5.82,198,0.381
359,1138,1202,410,195,0.0,9,0,5,0,27.567,36.216,500,74,337,51.662,2297,123,122,9,9,20,4377,40,61,26871,3.998,4752,79,35,218,4.903,307,0.253
396,3456,4993,3102,2166,0.0,124,27,0,0,15.788,48.575,1914,144,1162,52.124,9931,2099,146,210,19,789,17038,134,525,40039,1.321,20743,363,353,1110,5.26,1259,0.043
678,2649,1863,761,209,0.0,36,0,0,0,21.391,34.551,1220,158,667,54.974,4513,137,38,28,0,250,9072,2,498,24164,3.941,10023,265,262,496,6.545,609,0.359
1381,4536,2913,1261,1035,0.0,188,0,0,0,23.567,36.246,1671,347,1337,53.391,7628,4107,78,146,0,345,11280,46,392,22573,2.963,16366,268,308,887,3.733,982,0.593
325,1420,788,230,77,0.0,0,16,0,0,24.428,33.866,541,103,180,52.698,2130,32,0,0,0,160,4226,0,85,22366,2.843,4503,55,55,399,6.707,285,0.222
1867,8947,12400,8176,3796,0.0,1073,60,5,0,19.419,42.049,5303,788,1681,51.571,26331,4178,218,1075,29,2996,43899,697,2045,35860,1.672,54370,1005,751,3352,7.147,2780,0.246
97,229,166,17,24,0.0,0,0,0,0,18.879,41.657,92,13,50,52.619,389,0,1,0,0,30,780,0,10,22292,0.365,821,19,18,50,6.943,86,0.0
70,162,117,6,26,0.0,5,0,0,0,23.294,26.706,90,14,60,52.226,322,9,24,0,0,13,606,0,30,21667,3.561,674,12,14,59,7.864,54,0.0
78,226,138,44,19,0.0,4,0,0,0,9.13,45.797,82,4,88,55.217,309,0,0,4,0,0,685,0,1,22955,3.333,690,5,2,38,3.188,11,0.0
1568,4492,3240,1497,732,0.0,54,0,0,0,23.477,36.535,2090,219,1133,51.642,8499,1028,97,110,26,406,15536,67,340,21331,3.329,17575,244,181,1022,5.422,757,0.58
90,181,248,78,8,0.0,23,19,0,0,23.336,33.271,63,27,29,48.36,551,292,0,15,0,96,582,58,69,24053,2.343,1067,24,48,75,10.497,71,0.094
97,485,944,2536,1859,0.0,367,0,0,0,15.373,56.437,344,76,209,50.181,4268,79,9,343,0,83,7909,10,159,59569,0.864,8567,203,125,449,6.233,578,0.128
1082,2289,2536,1525,712,0.0,300,74,0,0,29.478,35.885,933,174,770,54.354,5336,3039,10,233,0,1070,7169,149,241,29363,3.807,11690,172,166,526,4.038,685,0.582
974,3380,5209,7120,4536,0.0,1406,26,0,0,17.981,48.912,2209,523,1486,52.585,14382,444,12,1868,15,758,26752,120,442,41862,1.906,30332,508,292,1819,5.934,1905,0.03
53,140,37,8,6,0.0,2,0,0,0,22.663,34.561,61,7,16,46.459,189,10,7,0,0,11,320,0,5,29479,1.983,353,0,0,26,10.198,9,0.283
19,151,33,5,3,0.0,0,0,0,0,17.23,47.973,24,12,10,49.324,150,0,0,0,0,2,294,0,2,28750,4.73,296,3,4,14,7.095,13,0.0
155,636,1341,3044,3150,0.0,1106,42,0,0,17.54,56.335,420,34,901,50.009,5532,192,0,1418,0,225,9208,39,48,60192,1.193,11066,193,29,493,5.991,690,0.018
9,250,843,2163,2820,0.0,346,0,0,0,14.081,58.479,294,52,360,49.755,4314,190,40,539,0,68,7568,125,64,83025,0.722,8586,306,110,429,5.59,597,0.058
165,332,131,15,9,0.0,0,0,0,0,12.092,48.489,93,19,95,55.865,365,37,6,0,0,3,766,0,15,16357,1.209,827,8,4,20,2.781,8,0.0
271,1318,975,350,272,0.0,59,0,0,0,16.787,43.677,438,168,308,51.823,2141,303,0,87,0,31,3916,10,107,23889,1.868,4444,92,62,247,5.648,183,0.068
86,202,105,19,22,0.0,3,0,0,0,23.047,27.145,97,16,39,56.21,342,50,10,3,0,71,651,17,23,19556,2.561,781,17,22,35,6.53,34,0.256
896,2419,2826,664,386,0.0,0,54,0,0,39.178,22.02,1171,395,746,55.413,4732,8010,0,0,4,128,2372,52,162,23521,4.24,10613,113,72,523,5.314,532,0.942
107,247,480,255,125,0.0,17,4,0,0,26.055,29.795,333,23,73,52.111,794,0,0,18,0,99,1519,15,22,32089,2.714,1658,45,13,102,3.559,59,0.06
522,1144,1251,208,181,0.0,9,0,0,0,16.203,39.973,686,96,429,50.122,2241,27,43,9,0,86,4224,8,133,25020,4.073,4493,63,77,85,4.207,120,0.045
108,154,193,119,38,0.0,24,0,0,0,28.062,43.044,77,3,35,52.794,397,12,0,14,0,42,752,0,21,32279,1.784,841,11,0,28,4.637,36,0.357
340,1376,1652,2185,1154,0.0,306,24,0,0,17.66,43.325,1007,82,802,54.66,4344,222,0,477,6,466,7967,207,288,38274,1.618,9581,190,75,444,6.471,561,0.104
608,1613,3290,4086,2766,0.0,1365,246,0,0,22.415,45.379,1839,171,678,51.987,8733,594,0,1760,0,1005,14645,422,221,40807,2.342,18189,338,210,803,5.597,1125,0.088
1237,3841,5724,5169,3546,0.0,3731,229,0,0,31.127,39.738,2208,265,1442,50.417,13451,3589,24,4063,0,949,17711,165,908,33550,3.041,27128,384,154,1087,4.291,997,0.343
9255,30087,26739,10788,5019,0.0,1232,108,287,0,24.452,36.628,14799,2236,6652,52.767,55360,8467,654,1554,1249,11763,90523,7146,3110,28362,2.646,117207,1373,1494,6524,5.023,5919,0.445
22,134,268,733,751,0.0,168,27,0,0,14.394,63.636,45,18,76,50.114,1317,4,0,214,4,79,2323,20,20,56250,1.856,2640,15,16,106,7.235,217,0.0
766,3059,3379,1905,774,0.0,317,0,0,0,20.476,44.198,1402,278,727,51.655,6762,25,43,375,0,121,13169,89,212,31550,1.194,13987,133,131,621,5.555,665,0.243
415,676,503,114,50,0.0,34,0,0,0,18.435,38.337,375,35,257,56.922,1145,0,30,42,0,32,2519,32,35,17500,3.198,2658,64,17,127,2.822,175,0.075
12,93,52,13,1,0.0,0,0,0,0,16.3,40.529,50,0,14,61.233,88,0,0,0,0,0,227,0,0,31042,0.441,227,0,2,7,5.286,17,0.0
96,331,127,41,18,0.0,3,0,0,0,22.122,46.501,75,0,48,51.242,432,77,0,6,2,9,767,0,34,26302,3.725,886,3,16,52,3.273,48,0.451
96,462,206,44,46,0.0,10,0,0,0,15.968,35.0,176,22,175,57.339,529,7,7,0,0,23,1134,0,69,21219,1.774,1240,6,48,35,2.903,76,0.161
75,130,59,13,5,0.0,0,0,0,0,17.972,32.488,64,46,14,43.548,245,0,0,0,0,88,330,51,25,15000,2.074,434,7,0,25,5.3,26,0.0
79,135,232,40,24,0.0,2,0,0,0,14.497,44.295,94,8,44,56.779,322,19,0,2,0,16,711,0,12,26827,6.309,745,2,1,52,8.591,34,0.134
56,180,115,132,25,0.0,0,0,0,0,23.574,32.733,107,18,83,57.207,285,3,4,0,0,11,634,0,18,23375,1.351,666,0,0,34,4.204,59,0.0
2080,12100,20081,18984,11160,0.0,1829,310,27,0,17.745,46.995,7433,951,3693,51.436,46779,7488,422,1947,202,4344,79167,1470,2701,42962,1.719,96325,2036,1296,6014,6.442,5099,0.123
25,133,264,139,94,0.0,2,0,0,0,18.294,52.534,99,10,45,49.567,408,0,0,7,0,14,782,0,6,38958,0.989,809,5,0,21,4.944,46,0.247
2306,5028,4709,1588,734,0.0,79,10,0,0,23.653,34.156,2892,501,1274,51.266,10547,1169,34,115,0,2301,17422,515,709,21555,4.14,21642,348,173,1071,5.933,901,0.846
1801,3514,3153,805,402,0.0,71,0,0,0,16.807,41.224,1689,329,873,51.848,7048,158,55,47,6,601,13080,104,697,21803,2.958,14637,226,262,673,5.828,605,0.389
1037,2840,2902,1890,1732,0.0,1610,296,0,46,38.366,29.865,1843,249,900,43.973,11271,898,90,1441,0,645,16876,88,312,17307,2.287,20117,189,228,1017,3.375,550,0.601
853,2799,2207,1357,376,0.0,65,0,0,0,21.759,35.223,1530,177,666,51.737,5585,288,226,19,0,577,10228,146,234,24620,3.111,11572,179,204,677,5.919,556,0.086
64,154,81,14,15,0.0,0,0,0,0,19.721,36.824,56,14,27,54.625,260,0,0,0,0,6,555,0,12,21739,0.524,573,4,9,38,9.424,55,0.175
90,320,136,59,30,0.0,0,0,0,0,16.012,38.017,135,7,66,49.38,490,0,30,0,8,21,900,11,19,23958,3.616,968,4,17,73,4.236,36,0.207
