None,High_School,Associates,Bachelors,Graduate,Europe,Asia,Africa,Oceania,Americas,Never_Married,Married,Divorced,Separated,Widowed,Female,Male,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Pacific_Islander,Hispanic_Latino,White,Other,Two_or_More,Median_Income,Unemployment,Population,Nursery_Pre-School,Kindergarten,1st_4th,5th_8th,9th_12th,Violent_Crime
160,317,175,42,35,0.0,0,0,0,0,41.229,20.837,128,30,44,48.353,580,764,0,0,0,100,254,22,20,16104,9.884,1123,17,34,55,4.809,61,0.267
1219,1332,859,237,214,0.0,1,0,0,0,14.085,42.975,607,101,543,50.273,2828,169,0,1,0,1007,4367,276,143,22815,2.163,5687,120,63,317,6.682,289,0.07
419,661,424,206,61,0.0,49,0,0,0,26.0,41.022,270,37,195,55.467,1002,28,0,85,0,25,2093,0,19,23039,1.111,2250,34,37,54,2.8,93,0.133
380,904,525,111,89,0.0,34,0,0,0,22.496,30.181,480,92,273,52.381,1450,346,7,60,0,66,2376,9,199,16416,3.711,3045,60,59,81,5.977,239,0.164
635,706,256,23,8,0.0,0,0,0,0,23.0,42.451,142,40,102,50.151,1489,74,0,0,4,2477,432,1181,96,28937,1.573,2987,69,51,233,7.332,275,0.703
487,471,436,267,115,0.0,0,0,0,0,18.522,38.27,214,64,139,51.685,1419,48,0,0,0,1622,1267,492,0,30409,1.771,2937,0,84,231,10.419,115,0.306
1167,1925,845,341,160,0.0,19,0,0,0,24.348,30.851,802,71,521,52.327,3585,894,39,33,0,4226,2320,2292,110,24260,2.394,7520,43,172,532,5.731,399,0.0
922,1088,598,262,62,0.0,0,0,0,0,11.079,48.359,360,76,232,49.282,2472,25,11,0,0,3594,1244,81,46,31513,2.236,4874,100,164,247,7.653,52,0.041
302,670,636,124,55,0.0,6,0,0,0,13.734,36.151,397,107,189,54.629,1186,28,0,6,0,432,2144,126,12,23428,1.262,2614,13,18,235,9.143,67,0.344
149,175,111,29,9,0.0,3,0,0,0,30.693,41.955,35,0,34,45.668,439,36,0,3,0,626,151,44,9,26154,5.322,808,8,3,62,5.569,64,0.124
45037,37551,32647,18969,7856,0.0,1098,127,0,0,26.649,32.9,16337,6722,9406,51.221,125642,1134,451,1361,33,245676,9167,7561,1403,21215,2.113,257575,4928,5112,18831,7.79,19289,0.346
746,1833,1833,507,264,0.0,112,16,10,0,19.669,36.618,1011,248,546,52.923,3583,325,0,140,22,2017,5012,216,264,23999,2.969,7611,159,100,390,6.044,507,0.276
762,3287,4153,2405,1039,0.0,95,37,0,0,20.226,41.552,1536,124,438,48.941,9888,2775,44,305,0,3695,12361,457,435,44393,3.418,19366,287,167,1575,8.128,1359,0.093
515,586,599,77,31,0.0,0,0,0,0,23.227,24.834,587,63,276,49.005,1460,170,16,6,0,371,2292,19,8,17938,1.711,2863,20,21,157,5.763,160,0.768
343,1101,2107,1742,1006,0.0,479,145,0,0,23.537,46.935,1035,54,375,52.222,3796,1174,0,629,0,1256,4831,63,85,41845,3.134,7945,81,131,246,2.203,382,0.088
31,37,71,403,479,0.0,218,0,0,0,19.549,52.005,71,5,18,52.13,764,16,5,259,0,113,1187,15,21,89271,1.316,1596,71,11,104,5.514,125,0.0
5926,8785,10521,6175,4158,0.0,1352,203,0,0,34.089,32.293,6360,1276,2481,49.597,25221,9178,239,1607,10,15094,23437,704,1234,25134,3.571,50039,633,309,1652,3.669,1987,0.53
484,1311,1384,649,203,0.0,15,0,0,0,17.726,44.023,618,66,193,51.132,3107,282,54,24,0,788,5153,37,74,27441,2.438,6358,31,33,780,5.175,340,0.047
173,210,223,99,43,0.0,0,0,0,0,21.423,35.808,88,20,94,51.199,631,31,30,0,0,517,756,57,42,22256,1.779,1293,17,6,133,11.446,100,0.077
8292,15351,18365,7346,3593,0.0,1007,103,0,0,25.53,33.87,9119,1829,4534,51.272,40082,18993,209,1176,121,15376,45442,752,1954,25170,2.599,82256,1190,1215,4900,5.361,4094,0.396
529,1026,688,289,107,0.0,0,69,0,0,25.523,37.541,310,58,243,47.025,2279,1025,18,0,0,1211,2038,234,123,25146,2.208,4302,39,25,337,6.648,324,0.07
302,529,361,37,40,0.0,6,9,0,0,21.374,35.675,253,68,125,49.621,997,13,1,6,0,669,1246,52,53,21549,5.609,1979,4,28,125,6.468,76,0.152
503,966,692,290,74,0.0,0,0,0,0,20.839,40.949,341,83,192,46.046,2149,132,21,11,0,1908,1976,173,66,28143,3.289,3983,46,79,230,5.749,351,0.176
97145,133160,149039,102244,49728,0.0,27168,9085,126,102,27.192,34.926,76985,15535,29705,51.051,418897,162436,4034,35684,699,299625,337915,76112,28580,30240,2.845,855786,15295,13215,54295,6.045,50156,0.524
116,287,152,96,28,0.0,0,0,0,0,20.429,46.266,46,16,33,51.416,566,36,0,0,0,226,881,71,22,30766,2.318,1165,41,29,35,4.893,77,0.086
347,573,341,62,49,0.0,18,0,0,0,25.013,33.199,234,76,177,53.158,927,246,0,18,0,177,1518,0,20,26328,1.364,1979,24,23,72,5.508,66,0.303
2064,1979,1433,444,217,0.0,0,0,0,0,24.177,31.857,1173,337,627,46.53,5131,634,28,0,0,5776,3181,368,150,19254,5.231,9596,111,59,676,6.336,488,0.427
2488,5247,6028,2016,730,0.0,505,19,0,0,24.413,38.185,2469,266,1289,49.476,13214,739,49,602,0,10196,14497,442,371,28356,2.566,26154,234,467,1306,5.33,1374,0.218
160,475,281,73,49,0.0,0,0,0,0,15.385,44.43,181,6,91,50.531,746,143,0,0,0,605,747,209,21,25610,5.172,1508,25,25,67,4.045,61,0.332
553,1151,1632,562,189,0.0,68,0,0,0,18.447,31.961,914,146,562,54.343,3017,203,18,143,0,1474,4601,273,169,29348,3.087,6608,185,125,306,4.933,228,0.257
5860,10169,11121,3484,1130,0.0,216,35,66,0,25.371,32.974,5049,1321,3145,53.407,22319,13276,214,271,188,14017,18389,1264,2605,24601,3.595,47902,589,613,2892,5.601,2524,0.493
1029,1545,899,310,14,0.0,0,0,0,0,24.467,36.483,439,66,407,53.409,2904,598,0,0,0,3396,2147,2477,344,21929,2.021,6233,146,45,484,8.118,415,0.225
900,463,469,201,34,0.0,0,0,0,0,23.311,34.861,232,88,214,52.292,1582,0,20,0,0,3287,29,173,67,20525,1.297,3316,118,91,220,3.83,198,0.181
720,1241,928,768,236,0.0,0,0,0,0,17.237,36.973,775,145,430,53.666,2559,2074,13,0,0,356,2987,16,296,20429,1.611,5523,110,114,383,7.261,170,0.652
2985,7637,7731,4096,1757,0.0,566,156,0,0,26.392,31.244,4266,1007,2168,51.286,18159,13627,179,765,8,2720,19380,492,1123,25179,3.86,37277,560,619,2058,5.837,1733,0.459
2348,6081,8869,3224,1145,0.0,479,14,0,43,24.744,40.869,3071,315,1284,49.993,16970,571,582,606,0,12306,20056,644,1116,35461,4.385,33935,601,564,1878,5.351,2361,0.088
3048,1868,1630,185,46,0.0,20,10,0,0,24.36,36.066,801,512,378,49.837,5391,371,43,11,0,9362,1026,569,136,22487,4.848,10747,128,129,974,5.695,345,0.158
341,1464,3526,2760,1025,0.0,395,101,14,0,26.62,34.755,2153,145,471,50.973,6702,873,0,263,0,2633,9784,100,314,42150,2.019,13670,72,150,638,5.677,950,0.183
337,501,331,69,25,0.0,6,0,0,0,31.429,32.397,147,96,86,47.119,1092,3,0,7,0,1834,198,46,76,26059,2.179,2065,27,28,121,5.085,170,0.145
1212,851,712,57,47,0.0,15,0,0,0,27.679,31.231,349,132,298,47.397,2577,30,9,27,0,4579,275,116,3,16185,2.899,4899,38,36,251,7.879,289,1.082
540,832,466,243,93,0.0,9,0,0,0,23.887,31.028,382,87,332,55.783,1579,454,13,0,0,358,2746,20,0,20882,3.92,3571,22,113,197,3.332,294,0.252
69962,102985,145431,201944,121645,0.0,53037,6448,9,20,35.724,33.347,84774,13432,23762,49.319,474247,73390,5297,68608,455,320562,452110,69897,30432,36972,2.345,935755,16948,10399,44019,4.276,35321,0.398
1895,7099,13083,9230,4584,0.0,1901,859,181,38,23.892,39.914,6081,915,2539,53.697,22830,5562,283,2720,359,6912,32234,1519,1730,37908,2.397,49306,601,448,2268,4.888,2292,0.183
130,242,156,94,14,0.0,14,0,0,0,30.857,30.629,120,22,105,50.057,437,251,0,14,15,71,521,4,3,18464,5.829,875,8,2,41,0.686,39,0.229
62,356,746,1191,628,0.0,8,26,0,0,13.917,60.281,219,58,139,51.605,1930,51,0,8,0,145,3781,0,3,59531,1.279,3988,24,47,167,5.191,303,0.0
32,296,521,576,174,0.0,23,6,0,0,24.089,33.122,336,33,71,53.645,1170,141,39,39,0,246,1991,32,89,48178,1.981,2524,58,66,191,5.626,167,0.555
719,3940,5847,3844,2054,0.0,261,64,0,0,18.78,45.551,2451,191,992,52.263,10961,1348,64,392,15,2759,17920,334,746,40211,2.16,22961,368,448,1084,4.49,650,0.126
331,377,341,129,70,0.0,0,0,0,0,31.736,30.799,142,31,148,51.846,874,885,54,13,0,172,703,0,55,21599,4.738,1815,37,0,101,4.187,68,0.0
1827,4774,8724,7055,4221,0.0,2940,1383,0,30,20.817,42.456,3213,253,896,50.139,21385,7519,211,2636,0,9717,21295,2983,2442,43874,2.961,42889,654,1005,3654,7.363,2455,0.205
52,427,797,431,162,0.0,115,75,0,0,15.354,46.096,218,13,78,48.35,1581,387,2,161,0,366,2077,80,66,41962,1.666,3061,96,101,235,6.403,181,0.098
169,983,1986,1972,622,0.0,80,56,0,0,15.427,49.882,371,106,154,47.808,4882,483,0,87,0,1798,6951,120,176,43115,0.941,9354,277,216,617,6.853,524,0.16
127,225,97,10,0,0.0,3,0,0,0,19.322,39.153,75,21,60,53.051,277,6,4,1,0,60,508,7,9,16610,1.864,590,0,14,27,3.898,21,0.339
1394,2551,2023,1099,699,0.0,178,1,0,0,23.381,38.235,1001,111,731,52.599,6009,2169,61,358,0,3370,6526,177,281,19822,2.327,12677,133,149,823,5.254,792,0.434
314,620,633,152,68,0.0,4,0,0,0,17.393,40.763,294,95,143,51.35,1351,981,28,4,6,481,1271,264,103,19876,4.069,2777,52,10,139,7.562,197,0.36
1696,4017,6632,4576,2248,0.0,1502,152,0,0,21.609,41.407,2747,490,1151,49.645,15233,6150,171,1575,196,6728,14379,389,2230,33890,3.805,30251,615,404,1972,6.446,1943,0.208
83,908,2592,4854,2501,0.0,409,30,0,0,14.213,57.566,1030,95,512,52.892,6914,507,44,511,0,1501,11844,72,431,55997,1.383,14677,142,147,927,5.839,783,0.15
429,1098,1019,326,167,0.0,130,0,0,0,28.554,27.543,679,19,290,50.625,2490,1032,0,130,0,1803,2027,265,88,21177,2.677,5043,183,30,434,6.603,413,0.337
1737,3964,3792,1106,430,0.0,319,33,0,0,25.035,33.923,2034,361,1058,51.223,7914,5278,10,593,6,4627,5638,153,489,24734,5.689,16225,210,158,921,5.479,1022,0.45
253,233,100,26,8,0.0,0,0,0,0,31.27,29.906,108,15,52,50.892,468,0,0,0,0,903,50,66,13,17813,3.778,953,4,16,40,9.129,61,0.105
1273,2212,1685,479,266,0.0,15,0,0,0,32.605,32.529,725,224,446,37.44,5758,884,44,30,0,5407,2837,416,153,23357,0.456,9204,166,168,548,4.9,564,0.293
741,1731,1685,424,117,0.0,0,0,0,0,22.497,36.404,638,70,329,50.091,3858,1856,41,0,0,2305,3473,63,103,28269,4.398,7730,368,152,601,6.546,377,0.336
123,497,294,109,29,0.0,0,0,0,0,24.786,36.72,189,39,124,52.57,775,393,0,0,1,19,1193,1,40,22823,0.918,1634,27,16,114,2.57,173,0.612
612,1051,491,121,33,0.0,0,0,0,0,26.511,28.294,492,62,189,51.007,2116,7,0,0,0,2617,1632,97,51,26286,5.927,4319,12,97,172,11.392,501,0.0
90,567,1006,2030,918,0.0,501,204,0,0,15.304,50.36,638,0,228,49.333,3304,66,0,769,0,973,4541,100,219,51607,1.856,6521,125,73,396,9.86,371,0.245
592,690,514,128,31,0.0,16,1,0,0,15.362,37.456,293,68,287,58.229,1297,42,1,0,9,812,2222,185,28,18858,2.544,3105,65,120,198,5.217,79,0.29
678,796,472,135,87,0.0,0,0,0,0,32.727,28.548,313,67,131,51.669,1781,805,4,0,0,2160,606,802,117,25303,1.872,3685,94,71,278,9.118,270,0.0
1442,1736,1484,553,162,0.0,4,15,0,0,19.767,42.457,418,170,376,50.071,4577,141,158,10,0,5366,3597,456,319,23323,2.411,9167,219,109,710,6.24,696,0.327
1036,1659,1331,366,152,0.0,0,7,0,0,22.147,30.969,836,322,465,51.85,3422,533,17,0,0,2462,4026,342,112,22717,1.604,7107,77,169,494,7.612,356,0.225
857,1187,893,405,174,0.0,112,52,0,0,24.871,34.483,659,212,362,48.137,2617,950,56,162,0,1137,2547,178,164,20640,3.191,5046,95,52,211,5.866,299,0.713
562,746,812,214,47,0.0,19,0,0,0,19.625,40.509,199,147,221,47.396,2131,123,0,19,0,2727,1195,1926,52,27763,0.667,4051,52,35,321,6.863,330,0.025
129,305,248,125,60,0.0,0,0,0,0,23.242,30.94,208,47,80,59.956,541,311,15,0,0,29,996,0,0,19570,4.219,1351,12,5,92,7.106,100,0.222
648,2796,2967,1187,591,0.0,59,0,0,0,16.178,47.058,1183,37,499,51.435,6124,47,45,92,0,1019,11300,0,138,34081,1.388,12610,145,146,1102,6.082,672,0.143
5142,6298,6055,2879,1212,0.0,1010,523,0,0,26.67,33.871,3086,874,1123,50.793,17965,5540,56,986,0,22423,7711,3073,714,28224,2.364,36509,488,477,2524,6.916,2274,0.43
198,501,405,320,55,0.0,7,0,0,0,15.802,47.499,207,5,159,50.21,1065,233,0,7,0,116,1761,70,23,24422,0.0,2139,23,60,53,7.854,149,0.047
1395,1540,822,245,172,0.0,0,0,0,0,28.682,28.939,548,349,326,50.129,3681,52,0,0,0,7293,7,491,66,15428,2.899,7381,184,0,599,6.408,482,0.122
4055,10690,16499,11509,4390,0.0,2531,832,165,0,22.467,41.847,6475,1025,3280,51.51,33846,4279,562,3275,505,11627,47599,2892,2511,34360,2.682,69800,1315,970,3979,5.496,3353,0.149
1583,5364,11359,19353,10382,0.0,5660,337,0,0,17.903,51.88,3940,439,1467,50.844,36008,2985,328,7972,24,7004,53019,1119,2260,55738,2.042,73252,1609,1022,4208,7.425,5307,0.061
665,694,508,140,115,0.0,32,41,0,0,23.69,37.404,235,63,156,50.589,1679,165,2,39,0,1932,1229,604,49,28699,2.119,3398,32,96,276,4.356,148,0.088
2133,2150,2964,686,386,0.0,26,22,0,0,23.827,39.807,837,156,963,51.074,6696,660,119,62,17,7322,5350,661,446,25461,3.376,13686,230,294,843,5.115,798,0.906
921,1132,1418,304,131,0.0,9,11,11,0,30.997,32.539,511,237,254,39.638,3367,174,118,23,29,4562,675,985,100,17354,2.438,5578,65,55,302,3.765,280,0.251
318,573,523,228,117,0.0,0,0,0,0,19.039,42.838,355,41,176,49.978,1114,97,14,0,0,170,1890,0,56,21796,4.535,2227,5,14,62,3.637,57,0.0
2067,4733,3192,1024,336,0.0,334,7,0,0,24.0,33.002,2114,434,1251,50.374,8633,905,90,496,0,4809,10783,907,696,26082,3.685,17396,58,237,878,5.633,865,0.19
222,498,259,49,3,0.0,1,8,0,0,23.827,31.049,181,43,147,51.049,793,29,9,3,0,127,1419,7,41,18586,4.938,1620,43,15,136,4.815,85,0.062
143,432,552,593,297,0.0,79,0,0,0,16.943,44.036,300,57,333,52.607,1200,55,5,132,0,243,2046,21,54,29469,1.264,2532,31,8,54,5.766,139,0.434
251,499,427,125,19,0.0,0,0,0,0,21.346,34.67,210,51,79,49.101,1104,459,0,0,0,473,1170,32,74,17297,7.561,2169,54,31,180,5.717,120,0.415
1040,1349,1305,349,161,0.0,34,5,0,0,33.813,32.303,816,178,240,31.817,3793,1537,80,32,0,787,3007,6,121,22186,2.355,5563,50,45,200,2.948,392,0.324
2891,2553,2169,842,503,0.0,21,6,0,0,26.888,31.212,1341,266,1017,51.953,7121,2956,9,21,6,5714,5895,460,285,21801,2.699,14821,154,169,1086,6.626,833,0.52
74,238,554,475,359,0.0,75,43,0,0,22.15,52.809,133,24,84,47.842,1281,266,11,159,0,239,1711,59,76,39063,3.257,2456,38,25,142,3.217,144,0.041
4078,8343,12760,8997,4455,0.0,5190,2299,471,14,24.844,38.024,6611,862,1887,51.167,26881,6793,226,6393,1077,12292,27248,2474,2019,35329,2.403,55047,1234,691,2955,4.93,2209,0.165
216,492,520,338,130,0.0,18,0,0,0,22.941,39.412,214,144,106,48.471,1314,0,42,18,0,964,1533,142,177,25850,3.843,2550,36,32,121,5.765,201,0.157
2521,2200,1753,951,379,0.0,658,1,0,0,28.956,33.747,936,374,528,49.603,6090,1841,48,791,9,7008,2336,1039,315,23550,1.365,12084,192,155,597,8.342,653,0.381
93,400,976,2038,1191,0.0,630,22,0,0,14.637,53.469,116,42,121,50.312,3982,368,3,1010,0,1339,4979,62,325,74527,2.508,8014,356,128,670,7.562,642,0.025
1177,1418,934,154,68,0.0,9,32,0,0,40.954,24.555,651,158,143,33.426,3812,2175,23,3,0,2079,1298,114,245,19526,2.759,5726,27,76,277,5.833,412,0.227
2789,4210,3181,1566,719,0.0,62,11,0,0,24.92,35.609,1710,426,1177,50.135,10329,1151,221,80,2,13010,6214,1010,1368,23948,3.466,20714,330,434,1199,6.653,1271,0.285
732,801,538,127,92,0.0,45,5,0,0,33.58,35.494,322,43,188,44.63,1794,136,27,44,0,1081,1885,144,67,22661,5.988,3240,60,38,150,3.333,139,0.062
114,319,200,69,73,0.0,9,0,0,0,22.032,36.087,139,14,141,46.154,567,120,11,14,0,30,822,0,59,25227,1.235,1053,11,7,64,3.894,42,0.38
1517,2265,1273,618,158,0.0,6,0,0,0,23.975,37.025,786,142,485,51.231,4518,162,72,6,0,5755,3296,922,280,21211,2.569,9264,187,184,579,7.718,586,0.464
793,1359,640,516,159,0.0,60,0,0,0,25.934,35.776,422,229,301,48.725,2855,36,63,60,0,3784,1628,877,11,25822,1.329,5568,25,131,331,6.681,276,0.126
541,1289,1280,654,705,0.0,497,15,0,0,48.589,24.444,674,106,338,55.744,3983,2086,402,589,0,973,4738,279,253,12275,5.678,9000,39,6,375,5.267,261,0.356
124,557,980,562,354,0.0,62,0,0,0,19.642,45.138,260,0,107,49.589,2084,78,23,19,0,259,3755,0,0,42896,4.161,4134,26,165,438,5.733,183,0.145
119,185,170,47,10,0.0,0,0,0,0,24.28,28.119,149,4,76,50.096,520,0,0,0,0,239,780,32,23,18036,0.192,1042,17,6,83,7.582,82,0.096
1926,6081,10500,8204,2776,0.0,1823,154,0,0,26.55,39.574,4799,607,1171,50.821,20761,3976,141,2139,26,8830,26132,1932,1602,41978,2.426,42215,560,735,1935,5.02,2448,0.237
457,1532,1329,1389,589,0.0,360,138,0,0,22.079,44.094,670,242,161,47.082,4180,367,27,514,0,1509,5246,405,339,37273,2.026,7899,166,131,390,5.545,381,0.266
171,691,1119,883,506,0.0,240,13,0,0,19.203,49.797,559,56,131,53.985,2044,128,0,294,0,426,3480,21,305,47766,5.11,4442,69,38,106,4.773,318,0.248
7608,15246,25400,19336,10455,0.0,4624,902,0,16,38.355,32.312,11148,1894,4567,51.245,65166,12551,850,5581,155,32009,80007,4043,4341,25293,3.263,133661,1752,1502,5734,3.95,5663,0.328
1031,2435,5016,4139,1927,0.0,366,61,0,0,17.535,50.43,1632,40,668,49.357,10715,1297,29,388,0,3318,15284,159,967,42759,2.784,21158,356,258,1321,5.936,1181,0.057
1913,4388,5727,2756,1726,0.0,128,4,0,0,22.166,37.466,3069,468,2122,52.348,11063,637,58,217,20,6655,15280,1317,582,25512,1.628,23216,344,291,832,4.527,1077,0.293
5425,3635,4853,1765,850,0.0,228,16,0,0,24.73,36.781,1507,1020,1377,50.935,14303,136,64,255,0,27719,947,1339,219,18984,4.072,29151,777,576,1945,4.954,2222,0.189
973,1625,1364,505,219,0.0,67,0,0,0,24.502,39.067,614,55,360,49.928,3799,468,137,67,0,4261,2777,501,80,31223,3.401,7587,47,187,447,6.735,423,0.132
1090,1403,926,487,109,0.0,0,0,0,0,30.269,32.378,308,147,203,44.085,4136,3304,44,0,0,2329,1525,1379,241,21693,4.515,7397,221,125,561,7.99,208,1.176
401,816,847,184,62,0.0,0,0,0,0,22.624,37.04,366,79,173,49.338,1722,406,0,0,0,764,2191,39,92,25119,5.708,3399,27,64,246,6.531,146,0.265
971,3530,5817,3113,1199,0.0,138,0,0,0,18.826,46.62,1638,305,385,51.426,11613,1461,156,191,0,3719,17620,281,1013,38851,1.113,23908,290,282,1732,7.366,1624,0.092
557,499,422,188,40,0.0,5,0,0,0,20.817,42.898,123,81,163,51.789,1334,198,0,5,0,1898,722,55,0,21968,3.144,2767,35,63,103,7.987,180,0.614
13400,21298,25912,17563,6932,0.0,2383,739,0,0,22.436,40.19,11712,2201,5112,49.224,68615,10568,982,3048,59,58879,61569,6342,2854,38126,1.86,135134,1986,1809,8490,5.973,6858,0.298
8645,16662,34102,33908,16173,0.0,8732,2104,0,52,19.666,44.435,12660,2041,5099,51.793,83619,20049,826,11646,72,31095,105795,3532,4965,42912,1.907,173460,3525,3050,11224,6.762,11402,0.166
172,309,227,63,53,0.0,4,8,0,0,15.519,35.721,180,70,103,43.526,615,42,15,12,0,420,615,42,23,20114,7.989,1089,8,17,49,6.336,30,0.0
485,1170,1001,501,60,0.0,0,0,0,0,22.859,42.871,497,97,162,55.369,2257,0,25,0,0,2052,2980,449,108,22560,3.164,5057,156,80,343,5.28,448,0.119
515,1056,586,396,105,0.0,44,0,0,0,24.212,32.413,295,111,395,52.611,2196,1144,9,44,0,1585,1793,668,59,22111,1.856,4634,110,54,331,5.071,326,0.475
1283,5341,10246,2850,1104,0.0,774,86,113,0,19.532,41.948,3341,513,1368,52.519,15541,5163,188,858,541,5894,18383,610,3122,30746,4.073,32731,569,429,1988,6.217,1896,0.437
743,1529,1605,433,137,0.0,8,0,0,0,18.961,35.331,766,264,562,55.587,2949,2015,0,8,0,784,3769,0,76,22644,2.395,6640,107,84,532,5.286,207,0.271
117,746,1767,725,169,0.0,0,0,0,0,20.162,43.294,334,98,121,42.934,3170,470,44,0,0,726,4271,57,44,46442,4.176,5555,32,71,429,3.15,218,0.108
905,894,364,251,49,0.0,53,0,0,0,26.686,35.436,70,112,235,47.062,2559,0,0,101,0,4598,135,345,0,21611,2.71,4834,160,28,359,11.212,689,0.331
13202,11965,13803,8749,4940,0.0,1548,236,0,0,28.553,32.99,5934,2318,2984,50.28,46746,1876,398,1815,0,83299,6866,5898,981,21523,3.046,94019,1422,1635,6285,7.078,6233,0.323
2286,2855,3566,605,204,0.0,25,38,0,0,29.297,28.021,2073,832,687,72.915,3355,1482,64,21,0,2508,7319,74,1401,16883,2.43,12387,115,81,382,6.418,1383,0.194
117,865,1274,756,512,0.0,26,0,0,0,16.987,50.529,337,1,265,52.919,2403,1,0,26,0,1343,3510,479,244,45975,2.429,5104,0,74,216,9.992,265,0.157
190,453,853,443,497,0.0,0,0,0,0,17.4,58.401,299,16,154,44.84,1566,46,0,0,0,903,1936,0,21,33359,0.0,2839,0,0,79,4.896,111,1.937
119,1918,4068,7616,5498,0.0,2331,223,0,0,16.222,52.938,1087,94,610,50.645,15221,782,144,4633,0,1597,23073,223,739,80695,1.398,30840,842,410,2014,8.813,3257,0.036
1221,1782,1480,501,180,0.0,29,14,0,0,31.147,36.405,552,114,429,47.481,4035,43,0,43,0,3783,3751,1287,139,27611,1.263,7683,100,157,344,4.061,407,0.065
1234,4065,7819,11252,5910,0.0,1934,266,0,0,17.143,51.463,2248,371,1694,51.721,22293,790,165,2546,0,4220,37392,623,1259,52385,1.618,46175,925,528,2686,7.55,3522,0.054
9191,18746,19495,10381,4941,0.0,1031,394,0,0,27.541,35.331,9909,1899,5078,50.39,49428,4884,409,1376,50,42481,49751,6838,1864,25989,1.948,99634,1504,1198,5324,5.451,4778,0.374
946,1227,993,293,179,0.0,37,0,0,0,23.838,33.699,640,87,258,48.041,3130,515,13,37,0,3444,2145,258,192,20432,1.511,6024,70,98,571,7.088,301,0.598
321,848,876,396,97,0.0,14,0,0,0,20.036,38.439,360,94,416,54.081,1547,148,0,29,0,556,2551,6,85,22042,4.126,3369,47,0,113,3.799,157,0.059
37553,57997,78907,48606,24255,0.0,22657,13197,43,0,28.746,35.632,33954,7370,13556,50.808,193058,88136,1762,27048,508,114595,153476,21598,12132,30402,2.624,392462,5013,6223,23614,5.86,22711,0.455
1878,3808,2291,1064,444,0.0,280,5,0,0,25.31,35.703,1504,285,978,52.945,6375,1059,154,385,0,7062,5083,1286,145,28336,1.476,13548,125,179,735,5.683,1086,0.089
709,1841,3119,4816,2324,0.0,4369,1098,0,0,17.522,49.372,920,212,418,50.278,10207,2734,180,5452,24,1402,10216,97,707,47477,2.952,20528,554,345,1329,9.178,1521,0.049
2107,2636,2662,824,450,0.0,109,0,0,0,28.274,30.902,1505,343,981,48.386,6893,3029,41,165,0,2940,6941,515,235,19544,1.767,13355,127,191,789,3.287,715,0.644
212,387,369,80,59,0.0,0,0,0,0,30.349,33.837,130,43,78,51.453,835,15,55,0,0,1264,401,50,49,22325,4.012,1720,9,35,124,3.314,99,0.116
68,75,150,486,575,0.0,10,4,7,0,25.363,47.074,108,30,44,51.076,978,87,0,5,7,346,1550,0,19,75147,1.651,1999,59,19,89,7.754,137,0.05
730,1996,2925,1565,556,0.0,311,116,0,0,28.551,37.361,1191,26,638,54.139,5185,745,11,371,0,6571,3572,178,337,29514,1.964,11306,185,74,564,5.289,665,0.301
133,285,615,1019,545,0.0,22,0,0,0,10.682,62.478,33,0,299,49.342,1693,7,0,22,0,377,2818,26,118,51875,0.389,3342,14,43,129,6.224,83,0.06
151,957,1801,1749,1253,0.0,316,11,0,0,21.698,47.42,590,6,483,51.849,4283,175,44,476,0,2995,5112,296,323,48467,2.878,8895,163,118,532,5.273,638,0.067
85,219,145,153,80,0.0,0,7,0,0,19.376,38.095,102,29,56,55.993,536,33,3,0,0,229,944,4,27,37284,1.396,1218,5,72,60,6.158,151,0.164
529,1005,1083,386,243,0.0,33,0,0,0,25.635,29.149,549,97,502,51.464,2486,1307,0,4,0,558,2997,399,251,21882,2.987,5122,117,6,426,4.119,377,0.8
448,1517,1131,156,131,0.0,0,0,0,0,14.627,49.496,594,76,184,53.627,2346,23,0,0,0,496,4305,0,372,28784,2.352,5059,77,110,103,6.523,226,0.198
178,312,251,56,16,0.0,0,0,0,0,15.21,34.79,190,19,145,54.706,539,8,4,4,0,57,1096,6,21,19139,4.37,1190,5,30,92,4.034,59,0.924
407,618,1061,178,22,0.0,20,0,0,0,20.408,43.957,331,51,172,49.59,1781,437,0,20,0,828,2248,99,20,28243,2.349,3533,23,44,180,4.67,257,0.113
756,952,589,371,149,0.0,8,0,0,0,20.196,38.484,468,70,371,47.33,2209,129,0,8,0,1883,2257,226,0,22291,1.335,4194,75,91,170,5.961,273,0.453
776,1031,569,83,43,0.0,9,0,0,0,51.274,21.491,249,102,147,32.191,2928,389,10,21,0,3226,642,742,91,15625,6.786,4318,76,30,192,3.034,361,0.255
65,289,170,79,18,0.0,0,0,0,0,18.977,31.023,129,38,127,55.341,393,233,0,0,0,37,604,8,6,21136,1.818,880,0,4,45,6.023,51,0.114
200,394,381,121,69,0.0,0,0,0,0,20.337,44.451,203,27,72,55.84,760,364,24,13,0,172,1089,93,59,19237,7.844,1721,9,23,104,2.789,102,0.872
285,365,153,63,4,0.0,25,0,0,0,30.299,32.731,108,62,46,46.838,765,17,24,25,0,1242,155,38,0,27013,2.015,1439,30,19,106,3.405,66,0.139
117,519,1029,820,258,0.0,0,0,0,0,10.421,61.605,174,19,97,53.921,1751,649,0,0,0,254,2885,0,12,46544,1.053,3800,200,87,49,8.868,133,0.053
